04-iGMM-world_rank__jan_07_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,07-silvestri-employees_2022
"2,741",485,"11,423",
"2,742","15,000","15,000",
"2,743","11,423",485,
"2,744",316,"23,939",
"2,745",,"1,835",
"2,746",253,,
"2,747",260,"6,273",
"2,748",,,
"2,749","1,835","1,618",
"2,750","1,657","14,060",
"2,750","3,900",,
"2,751","13,500","13,500",
"2,752",,"3,900",
"2,753","14,060","1,657",
"2,754","1,618",,
"2,755",,"44,230",
"2,756","6,273","2,250",
"2,757",,,
"2,758",,"3,415",
"2,759",,"15,711",
"2,760",,"4,234",
"2,761","68,742","68,742",
"2,762","4,234",,
"2,763","15,711",,
"2,764","3,415","52,599",
"2,765",,,
"2,766","2,250",,
"2,767","44,230","570,000",
"2,767","52,599","13,405",
"2,768",,"22,628",
"2,769",,"5,077",
"2,770","79,010","79,010",
"2,771","5,077",,
"2,772","22,628",,
"2,773","13,405",,
"2,774","570,000","16,557",
"2,775",,"2,834",
"2,776",,"3,500",
"2,777",,"32,000",
"2,778","62,000",232,
"2,779","11,000",,
"2,779",,,
"2,780",,"11,000",
"2,781",232,"62,000",
"2,782","32,000","7,275",
"2,783","3,500","8,507",
"2,784","2,834","4,800",
"2,785","16,557","9,700",
"2,786","7,275","10,776",
"2,787","22,000",,
"2,788",,,
"2,789",,,
"2,790",,,
"2,791",,"22,000",
"2,792","10,776","35,773",
"2,793","9,700","3,000",
"2,794","4,800","5,800",
"2,795","8,507","2,815",
"2,796","35,773","7,365",
"2,797",,"3,720",
"2,798",,,
"2,799","2,891","2,891",
"2,800",,,
"2,801","3,720",,
"2,802","7,365",,
"2,803","2,815","12,980",
"2,804","5,800","2,748",
"2,805","3,000",,
"2,806",,"45,180",
"2,807","9,897",,
"2,808","25,000",,
"2,809","20,962","20,962",
"2,810",,"25,000",
"2,811",,"9,897",
"2,812","45,180","1,788",
"2,813",,,
"2,814","2,748","2,681",
"2,815","12,980","1,216",
"2,816","1,788","7,567",
"2,817",853,"1,400",
"2,818","54,000","110,778",
"2,819","2,653","2,653",
"2,819","110,778","54,000",
"2,820","1,400",853,
"2,821","7,567",,
"2,822","1,216","7,848",
"2,823","2,681",,
"2,824",,"250,000",
"2,825",,"3,000",
"2,826","4,300","3,435",
"2,827","28,000",,
"2,828","9,000","9,000",
"2,829",,"28,000",
"2,830","3,435","4,300",
"2,831","3,000","100,641",
"2,832","250,000","2,875",
"2,833",,"4,641",
"2,834","7,848","3,370",
"2,835","100,641",449,
"2,836","1,450","25,000",
"2,837","2,200",767,
"2,838",,,
"2,839",767,"2,200",
"2,840","25,000","1,450",
"2,841",449,,
"2,842","3,370","90,141",
"2,843","4,641","13,979",
"2,844","2,875",,
"2,845",,84,
"2,846","4,892","11,048",
"2,847",361,"22,720",
"2,848","3,300","3,300",
"2,849","22,720",361,
"2,850","11,048","4,892",
"2,851",84,"5,719",
"2,852",,"7,384",
"2,853","13,979","29,379",
"2,854","90,141",,
"2,855","5,719","3,000",
"2,856",,"14,400",
"2,857",,954,
"2,858","8,900","8,900",
"2,859",954,,
"2,860","14,400",,
"2,861","3,000",980,
"2,862",,"14,000",
"2,862","29,379",,
"2,863","7,384","31,000",
"2,864",980,"4,170",
"2,865",,,
"2,866","4,100",,
"2,867","5,300","5,300",
"2,868",,"4,100",
"2,869",,,
"2,870","4,170",,
"2,871","31,000","2,188",
"2,872",,"22,000",
"2,873","14,000","3,585",
"2,874",,870,
"2,875","26,932","59,000",
"2,876","27,043","8,199",
"2,877",,,
"2,878","8,199","27,043",
"2,879","59,000","26,932",
"2,880",870,"12,000",
"2,881","3,585","1,400",
"2,882","22,000",,
"2,883","2,188",786,
"2,884","12,000",296,
"2,885",,"6,400",
"2,886","7,887",,
"2,887","1,530","1,530",
"2,888",,"7,887",
"2,889","6,400",,
"2,890",296,"2,161",
"2,891",,,
"2,892","1,400",24,
"2,893",786,,
"2,894","2,161",,
"2,895",,"4,657",
"2,896","45,549",,
"2,897","4,972","4,972",
"2,898",,"45,549",
"2,899","4,657",,
"2,900",,"7,000",
"2,901",,,
"2,902",24,"18,153",
"2,903",,,
"2,904","7,000","19,467",
"2,905",899,"2,106",
"2,906",,"2,801",
"2,907","8,230","8,230",
"2,908","2,801",,
"2,909","2,106",899,
"2,910","19,467",,
"2,911",,,
"2,912","18,153",,
"2,913",,"19,342",
"2,913",,650,
"2,914",,176,
"2,915","30,400","13,520",
"2,916",,,
"2,917","13,520","30,400",
"2,918",176,,
"2,919",650,"28,324",
"2,920","19,342","87,700",
"2,920",,"2,470",
"2,921",,"33,139",
"2,922","28,324",519,
"2,923",,,
"2,924","101,020",,
"2,925",,,
"2,926",,"101,020",
"2,927",,,
"2,928",519,"2,945",
"2,929","33,139",271,
"2,930","2,470",,
"2,931","87,700","9,618",
"2,932","2,945","2,353",
"2,933","48,330","12,978",
"2,934","3,000","1,447",
"2,935","12,000","12,000",
"2,936","1,447","3,000",
"2,937","12,978","48,330",
"2,938","2,353","6,643",
"2,939","9,618",,
"2,940",,"4,737",
"2,941",271,,
"2,942","6,643","4,800",
"2,942","23,000",,
"2,943","18,045",,
"2,943",500,500,
"2,944",,"18,045",
"2,945",,"23,000",
"2,946","4,800","4,800",
"2,947",,"14,866",
"2,948","4,737","1,999",
"2,949",,363,
"2,950","4,800","3,147",
"2,951","3,245",,
"2,952",,,
"2,953","1,200","1,200",
"2,954",,,
"2,955",,"3,245",
"2,956","3,147",586,
"2,957",363,,
"2,958","1,999",,
"2,959","14,866",,
"2,960",586,"3,562",
"2,961","10,300","12,105",
"2,962",,"10,433",
"2,963",,,
"2,964","10,433",,
"2,965","12,105","10,300",
"2,966","3,562",,
"2,967",,"104,862",
"2,968",,"5,887",
"2,969",,,
"2,970",,"10,234",
"2,971","5,800",18,
"2,972",,"3,337",
"2,973","2,700","2,700",
"2,974","3,337",,
"2,975",18,"5,800",
"2,976","10,234",,
"2,977",,"5,239",
"2,978","5,887","5,224",
"2,979","104,862",,
"2,980",,,
"2,981","8,800",,
"2,982","28,345",,
"2,983","1,557","1,557",
"2,984",,"28,345",
"2,985",,"8,800",
"2,986",,,
"2,987",,234,
"2,988","5,224","3,207",
"2,989","5,239","7,300",
"2,990",,"17,000",
"2,991","43,287",,
"2,992","79,000",751,
"2,993","1,907","1,907",
"2,994",751,"79,000",
"2,995",,"43,287",
"2,995","17,000",,
"2,996","7,300","89,373",
"2,997","3,207","20,300",
"2,998",234,"2,631",
"2,999",,"1,650",
"3,000",,,
"3,001",,,
"3,002","1,436","1,436",
"3,003",,,
"3,004",,,
"3,005","1,650","12,000",
"3,006","2,631",600,
"3,007","20,300",,
"3,008","89,373","20,173",
"3,009","12,000","3,800",
"3,010","16,400","8,829",
"3,011",,"23,000",
"3,012",,,
"3,013","23,000",,
"3,014","8,829","16,400",
"3,015","3,800","1,383",
"3,016","20,173",,
"3,017",,406,
"3,018",600,"18,302",
"3,019","1,383",,
"3,020","5,600","6,153",
"3,021","16,459",,
"3,022",,,
"3,023",,"16,459",
"3,024","6,153","5,600",
"3,025",,400,
"3,026","18,302","4,885",
"3,027",406,"10,000",
"3,028",,"46,644",
"3,029",400,,
"3,030","3,800","8,981",
"3,031","10,454","4,353",
"3,032","17,255","17,255",
"3,033","4,353","10,454",
"3,034","8,981","3,800",
"3,035",,,
"3,036","46,644","3,400",
"3,037","10,000",,
"3,038","4,885",,
"3,039",,,
"3,040","27,113",,
"3,041","8,450",,
"3,042","1,350","1,350",
"3,043",,"8,450",
"3,044",,"27,113",
"3,045",,,
"3,046",,"17,979",
"3,047",,"3,978",
"3,048","3,400",,
"3,049",,"34,000",
"3,050",,"5,525",
"3,051","3,522","1,595",
"3,052","3,208","3,208",
"3,053","1,595","3,522",
"3,054","5,525",,
"3,055","34,000","1,579",
"3,056",,"123,276",
"3,057","3,978","11,500",
"3,058","17,979",,
"3,059","1,579","7,800",
"3,060",,"14,000",
"3,061",,"28,000",
"3,061","3,441","3,441",
"3,062","28,000",,
"3,063","14,000",,
"3,064","7,800",,
"3,065",,"15,352",
"3,066","11,500","12,982",
"3,067","123,276","2,121",
"3,068",,,
"3,068","8,761",,
"3,069","84,283","22,245",
"3,070","2,889","2,889",
"3,071","22,245","84,283",
"3,072",,"8,761",
"3,073",,,
"3,074","2,121","15,000",
"3,075","12,982","1,600",
"3,076","15,352","7,100",
"3,077",,"2,155",
"3,078","18,000","1,201",
"3,079","1,165",543,
"3,080",,,
"3,081",543,"1,165",
"3,082","1,201","18,000",
"3,083","2,155",,
"3,084","7,100",,
"3,085","1,600","10,692",
"3,086","15,000",,
"3,087",,"23,000",
"3,088",,,
"3,088",383,,
"3,089",,,
"3,090",,383,
"3,091",,,
"3,092","23,000","4,500",
"3,093",,"3,033",
"3,094","10,692","2,324",
"3,095",,"3,500",
"3,096","4,500",,
"3,097","5,398","19,962",
"3,098",,,
"3,099","2,357","2,357",
"3,100",,,
"3,101","19,962","5,398",
"3,102",,,
"3,103","3,500","1,950",
"3,104","2,324",,
"3,105","3,033",,
"3,106",,,
"3,107","1,058","36,441",
"3,108",,,
"3,109","50,479","50,479",
"3,110",,,
"3,111","36,441","1,058",
"3,112",,,
"3,113",,"3,670",
"3,114",,,
"3,115","1,950",,
"3,116",,"2,547",
"3,117","1,194","2,800",
"3,118","1,617","1,290",
"3,119",,,
"3,120","1,290","1,617",
"3,121","2,800","1,194",
"3,122","2,547","30,491",
"3,123",,"4,500",
"3,124",,,
"3,125","3,670","14,000",
"3,126","30,491","8,367",
"3,127","2,966",,
"3,128","2,728","20,115",
"3,129",724,724,
"3,130","20,115","2,728",
"3,131",,"2,966",
"3,132","8,367","3,529",
"3,133","14,000",,
"3,134",,,
"3,135","4,500","7,428",
"3,136","3,529",,
"3,137","4,900",20,
"3,138",,"8,607",
"3,139","11,700","11,700",
"3,140","8,607",,
"3,141",20,"4,900",
"3,142",,"14,200",
"3,143","7,428","20,503",
"3,144",,"3,562",
"3,145",,381,
"3,146","14,200",,
"3,147","10,258",,
"3,148",450,"1,800",
"3,149",129,129,
"3,150","1,800",450,
"3,151",,"10,258",
"3,152",,"10,762",
"3,153",381,"6,435",
"3,154","3,562","33,000",
"3,155","20,503",,
"3,156","10,762","7,232",
"3,157","7,354",,
"3,158",145,590,
"3,158",,,
"3,159",590,145,
"3,160",,"7,354",
"3,161","7,232","2,082",
"3,162",,485,
"3,163","33,000","3,551",
"3,164","6,435","3,165",
"3,165","2,082",,
"3,166",,"9,400",
"3,167",,"5,223",
"3,168","5,223",50,
"3,169",50,,
"3,170","9,400",,
"3,170",,"7,369",
"3,171","3,165","1,503",
"3,172","3,551","3,529",
"3,173",485,"2,800",
"3,174","7,369","6,655",
"3,175","65,957",,
"3,176","18,300",400,
"3,177",,,
"3,178",400,"18,300",
"3,179",,"65,957",
"3,180","6,655","11,463",
"3,181","2,800",830,
"3,182","3,529","1,426",
"3,183","1,503",,
"3,184","6,503","6,503",
"3,185",,,
"3,185","1,426",,
"3,185",830,"1,274",
"3,186","11,463","41,900",
"3,187",410,410,
"3,188","41,900","6,778",
"3,189","1,274","13,008",
"3,190",,,
"3,190",,,
"3,190","1,770",,
"3,190",561,641,
"3,190","1,763","1,431",
"3,190","1,431","1,763",
"3,190",641,561,
"3,190",,"1,770",
"3,190",,275,
"3,190",,"1,089",
"3,190","13,008",835,
"3,190","6,778",,
"3,190",275,"2,800",
"3,190",,700,
"3,190",,"1,000",
"3,190",,,
"3,190","1,000",,
"3,190",700,,
"3,190","2,800",900,
"3,190",,,
"3,191",835,"28,400",
"3,192","1,089","2,400",
"3,193",900,,
"3,194","1,250","7,644",
"3,195",,"8,800",
"3,196","43,310","43,310",
"3,197","8,800",,
"3,198","7,644","1,250",
"3,199",,,
"3,200","2,400",,
"3,201","28,400","4,900",
"3,202",,"4,800",
"3,203",,"9,500",
"3,204","4,702",,
"3,205","1,317","1,394",
"3,206","1,005","1,005",
"3,207","1,394","1,317",
"3,208",,"4,702",
"3,209","9,500","1,392",
"3,210","4,800",773,
"3,211","4,900","6,737",
"3,212",,"2,800",
"3,213","1,392","1,111",
"3,214",,535,
"3,215",,,
"3,216","15,379","15,379",
"3,217",,,
"3,217",535,,
"3,218","1,111",,
"3,219","2,800","8,700",
"3,220","6,737",,
"3,221",773,,
"3,222",,"3,675",
"3,223","18,019","2,771",
"3,224",771,,
"3,225",218,218,
"3,226",,771,
"3,226","2,771","18,019",
"3,227","3,675",,
"3,228",,"3,036",
"3,229",,"3,310",
"3,230","8,700","4,000",
"3,231",,350,
"3,232",,"42,762",
"3,233","6,780","11,041",
"3,234",,,
"3,235","11,041","6,780",
"3,236","42,762",,
"3,237",350,"7,595",
"3,238","4,000",913,
"3,239","3,310",375,
"3,240","3,036",,
"3,241","7,595","18,740",
"3,242","37,484",380,
"3,243","1,074","3,497",
"3,244","3,497","1,074",
"3,245",380,"37,484",
"3,246","18,740","4,600",
"3,247",,"22,500",
"3,248",375,"7,411",
"3,249","4,797","12,296",
"3,250",913,,
"3,251","4,600",,
"3,252",,844,
"3,253","34,548","14,945",
"3,254","14,945","34,548",
"3,255",844,,
"3,256",,"1,466",
"3,257",,593,
"3,258","12,296",,
"3,259","7,411","39,385",
"3,260","22,500",,
"3,261","1,466",,
"3,262","2,058","2,316",
"3,263","1,100",959,
"3,264",959,"1,100",
"3,265","2,316","2,058",
"3,266",,"1,591",
"3,266",,"4,800",
"3,267","39,385","1,119",
"3,268",,"10,560",
"3,269",593,,
"3,270","1,591",,
"3,271","11,202","23,853",
"3,272","4,348",,
"3,273",,"4,348",
"3,274","23,853","11,202",
"3,274",,"12,100",
"3,275",,"6,500",
"3,276","10,560","17,112",
"3,277","1,119","22,022",
"3,278","4,800",,
"3,279","12,100",,
"3,280","37,697","4,771",
"3,281","1,503",,
"3,282",,"1,503",
"3,283","4,771","37,697",
"3,284",,"14,615",
"3,285",,,
"3,286","22,022","1,315",
"3,287","17,112","1,155",
"3,288","6,500",200,
"3,289","14,615","1,448",
"3,290","11,634","2,106",
"3,291",279,753,
"3,292",753,279,
"3,293","2,106","11,634",
"3,294","1,448","5,938",
"3,295",200,"2,094",
"3,296","1,155",,
"3,297","1,315",,
"3,298",,"16,100",
"3,299","5,938","2,300",
"3,300",,,
"3,301","355,000","16,800",
"3,302","16,800","355,000",
"3,303",,,
"3,304","2,300",,
"3,305","16,100",,
"3,306",,938,
"3,307",,671,
"3,308","2,094","8,668",
"3,309",,"1,138",
"3,310","4,200","11,540",
"3,311",,,
"3,311",,,
"3,312","11,540","4,200",
"3,313","1,138",57,
"3,314","8,668",156,
"3,315",671,"2,200",
"3,316",938,"7,385",
"3,317",,"1,203",
"3,318","7,233","7,233",
"3,319","1,203","4,100",
"3,320","7,385",,
"3,321","2,200",,
"3,322",156,"6,074",
"3,323",57,"5,806",
"3,324","6,074","1,200",
"3,325",,"103,000",
"3,326",,"26,000",
"3,327","4,100",,
"3,328","5,806",,
"3,329","2,600","10,385",
"3,330","72,644","72,644",
"3,331",,"2,600",
"3,332","10,385",,
"3,333",,,
"3,334",,"27,000",
"3,335","26,000",,
"3,336","103,000",442,
"3,337","1,200","3,862",
"3,338",,"4,000",
"3,339","110,000","3,920",
"3,340","4,108","4,887",
"3,341","4,887","4,108",
"3,342","3,920","110,000",
"3,343","4,000","1,826",
"3,344","3,862",240,
"3,345",442,522,
"3,346",,"1,823",
"3,347","27,000","13,800",
"3,348","1,826","1,305",
"3,349",,"2,300",
"3,350","20,322","13,819",
"3,351","13,819","20,322",
"3,352","2,300",,
"3,353","1,305","2,729",
"3,354","13,800","21,000",
"3,355","1,823","13,336",
"3,356",522,"10,221",
"3,357",240,"5,995",
"3,358","2,729","8,500",
"3,359","3,974",527,
"3,360","10,800","2,483",
"3,361","2,483","10,800",
"3,361",527,"3,974",
"3,362","8,500",,
"3,363","5,995","22,000",
"3,364","10,221","4,400",
"3,365","13,336","4,341",
"3,366","21,000",,
"3,367",,"50,000",
"3,368",286,"8,500",
"3,369",,"6,577",
"3,370","6,577",,
"3,371","8,500",286,
"3,372","50,000","30,000",
"3,373",,"5,169",
"3,374","4,341","6,569",
"3,375","4,400","23,442",
"3,376","22,000",,
"3,377","30,000","4,883",
"3,378","16,169",,
"3,379",234,,
"3,380",,234,
"3,381",,"16,169",
"3,382","4,883","19,466",
"3,383",,281,
"3,384","23,442",929,
"3,385","6,569",241,
"3,386","5,169","6,396",
"3,386","19,466",,
"3,387",,"3,163",
"3,388","4,118","35,800",
"3,389","35,800","4,118",
"3,390","3,163",,
"3,391",,"1,189",
"3,392","6,396","2,467",
"3,393",241,753,
"3,394",929,341,
"3,395",281,"8,892",
"3,396",,,
"3,397","5,120","9,450",
"3,398",,,
"3,399","9,450","5,120",
"3,400",,,
"3,401","8,892","2,440",
"3,402",341,"15,050",
"3,403",753,,
"3,404","2,467",280,
"3,405","1,189",,
"3,406","2,440","3,300",
"3,407","6,600",,
"3,408",,,
"3,409",,,
"3,409",,"6,600",
"3,410","3,300","3,285",
"3,411",,502,
"3,412",280,,
"3,413",,"2,988",
"3,414","15,050","20,112",
"3,415","3,285","36,810",
"3,416",696,"2,839",
"3,417","81,650","81,650",
"3,418",,,
"3,419","36,810",696,
"3,420","2,839",,
"3,421","20,112","4,700",
"3,422","2,988","1,492",
"3,423",,,
"3,424",502,,
"3,425",,"1,700",
"3,426","19,000",,
"3,427","4,700",,
"3,428",,"4,700",
"3,429",,"19,000",
"3,430","1,700","6,800",
"3,431",,,
"3,432",,"17,300",
"3,433","1,492",,
"3,434","4,700",,
"3,435","6,800",751,
"3,436","50,124",,
"3,437",,792,
"3,438",792,,
"3,439",,"50,124",
"3,439",751,,
"3,440",,"18,107",
"3,440",,"11,000",
"3,441","17,300",,
"3,442",,,
"3,443",,"2,065",
"3,444",924,"1,449",
"3,445","3,486",,
"3,446",,"3,486",
"3,447","1,449",924,
"3,448","2,065","3,200",
"3,449",,"11,000",
"3,450",,"1,921",
"3,451","11,000",,
"3,452","18,107","2,127",
"3,453","3,200","1,753",
"3,454","1,411",,
"3,455",488,"15,600",
"3,456","15,600",488,
"3,457",,"1,411",
"3,458","1,753",,
"3,459","2,127",490,
"3,460",,"10,384",
"3,461","1,921","3,500",
"3,462","11,000","3,332",
"3,463",,"23,800",
"3,464","6,571",,
"3,465","2,504","5,153",
"3,466","5,153","2,504",
"3,467",,"6,571",
"3,468","23,800","2,127",
"3,469","3,332","4,025",
"3,470","3,500",,
"3,471","10,384","4,800",
"3,472",490,"1,833",
"3,472","2,127",,
"3,473","40,000","5,543",
"3,474",,,
"3,475",,,
"3,476","5,543","40,000",
"3,477",,"16,050",
"3,478","1,833",,
"3,479","4,800","10,600",
"3,480",,,
"3,481","4,025","30,000",
"3,482","16,050","10,572",
"3,483",,"14,000",
"3,484","5,500",277,
"3,485",277,"5,500",
"3,486","14,000",,
"3,487","10,572","19,746",
"3,488","30,000","55,000",
"3,489",,"7,000",
"3,490","10,600",491,
"3,491",,"1,472",
"3,492","19,746",954,
"3,493","8,001","11,360",
"3,494","41,474","6,646",
"3,495","6,646","41,474",
"3,496","11,360","8,001",
"3,497",954,"3,800",
"3,498","1,472","5,611",
"3,499",491,449,
"3,500","7,000","4,800",
"3,501","55,000",,
"3,502","3,800","4,509",
"3,502","7,200",850,
"3,503","2,007","2,007",
"3,504","12,511","7,200",
"3,505",850,"12,511",
"3,506","4,509","4,270",
"3,507",,"6,000",
"3,508","4,800","5,000",
"3,509",449,"10,764",
"3,510","5,611","3,199",
"3,511","4,270","13,200",
"3,512","1,300","4,863",
"3,513","4,509","2,584",
"3,514","2,584","4,509",
"3,515","4,863","1,300",
"3,516","13,200",,
"3,517","3,199",,
"3,518","10,764",,
"3,518","5,000",,
"3,519","6,000","15,638",
"3,520",,,
"3,521","2,159","46,000",
"3,522","4,453","15,891",
"3,523","15,891","4,453",
"3,524","46,000","2,159",
"3,525",,"3,485",
"3,526","15,638","4,803",
"3,527",,"26,000",
"3,527",,490,
"3,527",,792,
"3,527","3,485",450,
"3,527",396,"1,500",
"3,527",,901,
"3,528",901,,
"3,529","1,500",396,
"3,530",450,,
"3,531",792,"77,000",
"3,532",490,"23,147",
"3,533","26,000","18,600",
"3,534","4,803",,
"3,535",,"11,808",
"3,536","10,688","25,796",
"3,537","2,026","21,222",
"3,538","21,222","2,026",
"3,539","25,796","10,688",
"3,540","11,808","26,354",
"3,541",,,
"3,542","18,600","40,000",
"3,543","23,147",,
"3,544","77,000","5,301",
"3,545","26,354","7,400",
"3,546",526,"6,600",
"3,547",,"16,000",
"3,548","16,000",,
"3,549","6,600",526,
"3,550","7,400","1,945",
"3,551","5,301",,
"3,552",,,
"3,553","40,000","19,759",
"3,554",,"4,603",
"3,555","1,945","7,238",
"3,556","28,454",328,
"3,557","1,196","8,921",
"3,558","8,921","1,196",
"3,559",328,"28,454",
"3,560","7,238","40,100",
"3,561","4,603",,
"3,562","19,759",,
"3,563",,,
"3,564",,"2,863",
"3,565","40,100","1,746",
"3,566",766,"7,852",
"3,567",,"1,500",
"3,568","1,500",766,
"3,569","7,852",,
"3,570","1,746",508,
"3,571","2,863","11,506",
"3,572",,"3,302",
"3,573",,"23,477",
"3,574",,"3,895",
"3,575",,"3,038",
"3,576","3,315",,
"3,577",,,
"3,578",,"3,315",
"3,579","3,038","6,668",
"3,580","3,895","52,564",
"3,581","23,477",,
"3,582","3,302",,
"3,582","11,506","9,200",
"3,583",508,"13,000",
"3,583","6,668",,
"3,584","37,400",,
"3,585","8,500","8,500",
"3,586",,"37,400",
"3,587",,"14,468",
"3,588","13,000",,
"3,589",,,
"3,590",,,
"3,591","9,200","1,500",
"3,592","52,564",,
"3,593","14,468","25,900",
"3,594",792,,
"3,595",,,
"3,596",,792,
"3,597","25,900",,
"3,598",,,
"3,599","1,500",,
"3,600",,,
"3,600",,,
"3,601",,"4,000",
"3,602",,,
"3,603","8,000",252,
"3,604","13,941","13,941",
"3,605",252,"8,000",
"3,605",,"43,600",
"3,606","4,000","56,000",
"3,606",,,
"3,607",,"2,436",
"3,608",,"15,200",
"3,609",,"1,900",
"3,610","43,600","4,866",
"3,611","11,404",,
"3,612",,,
"3,613",,"11,404",
"3,614","4,866",,
"3,615","1,900",,
"3,616","15,200",490,
"3,617","2,436",444,
"3,618",,,
"3,619","56,000","9,500",
"3,620",,,
"3,621","4,022","4,000",
"3,622",188,188,
"3,623","4,000","4,022",
"3,624",,"1,131",
"3,625","9,500",,
"3,626",,"2,661",
"3,627",444,703,
"3,628",490,"5,688",
"3,629",,,
"3,630","1,131",354,
"3,631","9,670","7,507",
"3,632","3,500","3,500",
"3,633","7,507","9,670",
"3,634",354,"5,732",
"3,635",,484,
"3,636","5,688",,
"3,637",703,"4,180",
"3,638","2,661","10,851",
"3,639",,"4,510",
"3,640","5,732",,
"3,641",,,
"3,642",647,647,
"3,642",,,
"3,643",,"6,234",
"3,644","4,510","1,499",
"3,645","10,851","1,419",
"3,646","4,180",,
"3,647",,,
"3,648",484,,
"3,649","6,234","4,193",
"3,650",,"4,975",
"3,651",,,
"3,652","4,975",,
"3,653","4,193","1,798",
"3,654",,"5,501",
"3,655",,,
"3,656",,,
"3,657","1,419","11,089",
"3,658","1,499",,
"3,659","1,798","30,908",
"3,660",,"10,571",
"3,661",,,
"3,662","10,571",,
"3,663","30,908",,
"3,664",,888,
"3,665","11,089",,
"3,666",,,
"3,667",,"2,992",
"3,668","5,501","1,764",
"3,669",,,
"3,670",949,"1,359",
"3,671","45,500","45,500",
"3,672","1,359",949,
"3,673",,"32,171",
"3,674","1,764","8,500",
"3,675","2,992",,
"3,676",,"2,028",
"3,677",,"1,231",
"3,678",888,"5,239",
"3,679","32,171","21,000",
"3,680",476,423,
"3,681","5,511","5,511",
"3,682","21,000",476,
"3,683",423,660,
"3,684","5,239",655,
"3,685","1,231",934,
"3,686","2,028",990,
"3,687",,537,
"3,688","8,500","1,736",
"3,689",660,,
"3,690","1,941",,
"3,691","2,500","2,500",
"3,692",,"1,941",
"3,693",,,
"3,694","1,736","1,720",
"3,695",537,"8,724",
"3,696",990,,
"3,697",934,"34,439",
"3,698",655,"37,584",
"3,699",,,
"3,700",342,"4,375",
"3,701","25,767","25,767",
"3,702","4,375",342,
"3,703",,"1,385",
"3,704","37,584",,
"3,705","34,439",,
"3,706",,"3,600",
"3,707","8,724",,
"3,708","1,720","6,400",
"3,709","1,385","8,081",
