07-silvestri-employees_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,04-iGMM-world_rank__jan_07_2022,04-iGMM-world_rank__jan_2020
,"3,601",,"4,813",4813.0
,,,"4,814",3236.0
,,,"4,815",3994.0
,,,"4,816",5702.0
,"1,610","4,300","4,817",3570.0
,"2,436","3,378","4,818",7478.0
,"6,218",,"4,819",
,,,"4,820",3827.0
,,"1,137","4,821",6171.0
,"5,767","5,767","4,822",7659.0
,"1,137","8,500","4,823",3571.0
,,"13,513","4,824",4233.0
,,"9,800","4,825",3764.0
,"3,378","4,469","4,826",4365.0
,"4,300",,"4,827",3809.0
,,,"4,828",5719.0
,,505,"4,829",5083.0
,,,"4,830",5771.0
,"8,500",,"4,831",
,"1,009","1,009","4,832",
,,"7,583","4,833",2300.0
,,,"4,834",3140.0
,505,"8,213","4,835",4085.0
,,,"4,836",5203.0
,,690,"4,837",6016.0
,"4,469",,"4,838",
,"9,800","17,000","4,839",4300.0
,"13,513",,"4,839",
,"7,583",,"4,840",4472.0
,"9,915","9,915","4,841",
,,,"4,842",3744.0
,,"1,081","4,843",9641.0
,"17,000","5,444","4,844",2690.0
,,,"4,845",6596.0
,690,"2,003","4,846",5657.0
,,,"4,847",6441.0
,"8,213",,"4,848",3461.0
,,"1,251","4,849",7821.0
,,"1,700","4,850",5455.0
,,,"4,850",
,"1,700","46,492","4,851",2885.0
,"1,251","13,220","4,852",4746.0
,,523,"4,853",9414.0
,,,"4,854",2640.0
,"2,003",,"4,855",4442.0
,,,"4,856",2362.0
,"5,444","5,868","4,856",3725.0
,"1,081",,"4,857",4326.0
,"46,492","80,000","4,858",4284.0
,363,363,"4,858",4858.0
,"80,000",,"4,859",
,,,"4,860",
,"5,868","5,799","4,861",6655.0
,,"4,500","4,862",6239.0
,,,"4,863",8175.0
,,"3,824","4,864",3426.0
,523,,"4,865",2613.0
,"13,220","9,051","4,866",3317.0
,,651,"4,867",
,361,361,"4,868",7651.0
,651,"2,349","4,869",4109.0
,"9,051",,"4,870",6697.0
,,,"4,871",3264.0
,"3,824",,"4,872",3512.0
,,,"4,873",4130.0
,"4,500","1,476","4,874",4947.0
,"5,799",,"4,875",8062.0
,,,"4,876",5490.0
,"2,349","7,769","4,877",2627.0
,,,"4,878",7746.0
,"7,769","1,230","4,879",4712.0
,,"6,037","4,880",
,,,"4,881",8331.0
,"1,476",,"4,882",7059.0
,,"3,980","4,883",1602.0
,,"39,403","4,884",3707.0
,,253,"4,885",9904.0
,,654,"4,886",8655.0
,"1,230",,"4,887",5513.0
,"33,797","33,797","4,888",4527.0
,,"7,622","4,889",6442.0
,654,,"4,890",8986.0
,253,,"4,891",23233.0
,"39,403","13,257","4,892",2384.0
,"3,980",,"4,893",3335.0
,,,"4,894",
,,,"4,895",
,"6,037",,"4,896",3188.0
,"7,622",,"4,897",
,,,"4,898",6791.0
,,"4,497","4,899",4564.0
,,"27,909","4,900",
,,,"4,901",8097.0
,,,"4,902",8994.0
,,,"4,903",
,"13,257","23,504","4,904",2522.0
,,"1,043","4,905",3916.0
,,"4,609","4,906",4502.0
,"4,497","3,000","4,907",3771.0
,,,"4,908",3303.0
,"3,000",,"4,909",3341.0
,"4,609",,"4,910",
,"1,043",,"4,911",4976.0
,"23,504","1,556","4,912",2923.0
,,"4,900","4,913",4651.0
,,"3,200","4,914",4062.0
,,,"4,915",5284.0
,"27,909",,"4,916",9531.0
,,,"4,917",6379.0
,,,"4,918",2169.0
,,,"4,918",4918.0
,,"3,090","4,919",
,,,"4,920",5696.0
,"3,200","10,700","4,921",8647.0
,"4,900",,"4,922",3633.0
,"1,556","21,500","4,923",
,,"1,791","4,924",6440.0
,,925,"4,925",5572.0
,,"133,000","4,926",409.0
,"6,065","6,065","4,927",3625.0
,"133,000","12,580","4,928",5279.0
,925,,"4,929",3635.0
,"1,791","9,588","4,930",7361.0
,"21,500",,"4,931",3290.0
,,319,"4,932",2012.0
,"10,700",,"4,933",2684.0
,,"16,000","4,934",4727.0
,"3,090","9,000","4,935",4692.0
,"12,580","5,950","4,936",3686.0
,"1,173","1,173","4,937",3841.0
,"5,950","6,864","4,938",3514.0
,"9,000",,"4,939",2850.0
,"16,000",,"4,940",4261.0
,,,"4,941",
,319,9,"4,942",27029.0
,,,"4,943",4943.0
,"9,588",,"4,943",
,,,"4,944",6098.0
,,706,"4,945",4212.0
,"6,864",,"4,946",7671.0
,,,"4,947",8183.0
,706,"2,840","4,948",
,,,"4,949",
,,"3,500","4,950",4118.0
,,,"4,951",2959.0
,9,"1,275","4,952",5695.0
,,"3,184","4,953",8058.0
,,"6,570","4,954",4622.0
,,"1,110","4,955",9129.0
,"80,000","80,000","4,956",4995.0
,"1,110",,"4,957",9887.0
,"6,570","1,218","4,958",
,"3,184",,"4,959",3524.0
,"1,275",582,"4,960",10278.0
,,"13,163","4,961",2900.0
,"3,500","124,000","4,962",
,,"29,400","4,963",3295.0
,"2,840",,"4,963",
,,"14,000","4,964",4604.0
,"6,316","6,316","4,965",4350.0
,"14,000","23,000","4,966",6263.0
,,245,"4,967",
,"29,400","3,544","4,968",5538.0
,"124,000","1,046","4,969",5104.0
,"13,163",,"4,970",8498.0
,582,"2,433","4,971",4972.0
,,,"4,972",
,"1,218",,"4,973",14930.0
,"23,000",,"4,974",
,"19,832","19,832","4,975",2855.0
,,"124,000","4,976",4420.0
,,"48,480","4,977",3252.0
,,"1,850","4,978",3425.0
,"2,433",,"4,979",10209.0
,,"8,999","4,980",8747.0
,"1,046",,"4,981",3814.0
,"3,544",,"4,982",4127.0
,245,865,"4,983",6284.0
,"124,000","4,100","4,984",4476.0
,"4,200","4,200","4,985",5219.0
,"4,100",,"4,986",10918.0
,865,"2,028","4,987",
,,,"4,988",7611.0
,,,"4,989",
,"8,999","1,283","4,990",5418.0
,,"10,100","4,991",3383.0
,"1,850",,"4,992",5883.0
,"48,480",,"4,993",4157.0
,,,"4,994",4915.0
,"2,521","2,521","4,995",6928.0
,,,"4,996",
,,"4,507","4,997",3284.0
,,"2,745","4,998",3169.0
,"10,100",,"4,999",6605.0
,"1,283",,"5,000",
,,900,"5,001",4082.0
,,,"5,002",9070.0
,"2,028",,"5,003",5458.0
,,,"5,004",4559.0
,,,"5,005",3602.0
,,,"5,006",4529.0
,,,"5,007",5483.0
,,,"5,008",8968.0
,900,206,"5,009",
,,"1,725","5,010",6307.0
,,,"5,011",24397.0
,"2,745","2,419","5,012",4953.0
,"4,507",,"5,013",4680.0
,,,"5,014",2088.0
,"4,626","4,626","5,015",3557.0
,,250,"5,015",4047.0
,,"1,004","5,016",2997.0
,"2,419",,"5,017",6771.0
,,80,"5,018",
,"1,725","1,837","5,019",5370.0
,206,"7,800","5,020",5218.0
,,,"5,021",6726.0
,,"10,474","5,022",6078.0
,250,"2,254","5,023",4131.0
,"6,370","6,370","5,024",5185.0
,"2,254",,"5,025",2891.0
,"10,474","22,000","5,026",2656.0
,,,"5,027",4329.0
,"7,800",,"5,028",5351.0
,"1,837","9,872","5,029",4520.0
,80,"13,793","5,030",4553.0
,,,"5,031",4685.0
,"1,004",,"5,032",
,,875,"5,033",10250.0
,,,"5,034",4370.0
,875,,"5,035",5921.0
,,,"5,036",4470.0
,,,"5,037",4979.0
,"13,793",,"5,038",6290.0
,"9,872","3,973","5,039",7991.0
,,"3,000","5,040",5964.0
,,,"5,041",
,"22,000",639,"5,042",
,,,"5,043",5382.0
,,,"5,044",2777.0
,,746,"5,045",
,639,,"5,046",3885.0
,,,"5,047",5281.0
,"3,000",,"5,048",7825.0
,"3,973",,"5,049",4189.0
,,,"5,050",4320.0
,,670,"5,051",4096.0
,,,"5,052",6758.0
,746,,"5,053",7168.0
,,,"5,054",5884.0
,,875,"5,055",6578.0
,,,"5,056",5005.0
,670,,"5,057",
,,,"5,058",
,,,"5,059",4836.0
,,,"5,060",
,,"2,162","5,061",4018.0
,,"4,877","5,061",
,875,,"5,062",3674.0
,,,"5,063",3917.0
,,600,"5,064",5743.0
,"4,877",,"5,065",5498.0
,,"5,246","5,066",2743.0
,"2,162",,"5,067",3963.0
,,"1,929","5,068",4125.0
,,,"5,068",4500.0
,,"14,321","5,069",
,,"1,390","5,070",4860.0
,600,579,"5,071",
,,,"5,072",4383.0
,579,,"5,073",4987.0
,"1,390","2,487","5,074",5088.0
,"14,321",,"5,075",7471.0
,,,"5,076",
,"1,929","2,600","5,077",5362.0
,,,"5,078",5972.0
,"5,246","19,000","5,079",4209.0
,,,"5,080",3567.0
,,,"5,081",4053.0
,,,"5,082",
,,"7,597","5,083",6996.0
,"19,000",,"5,084",4273.0
,,,"5,085",3823.0
,,,"5,086",6461.0
,"2,600",,"5,087",4061.0
,,,"5,088",5045.0
,,"3,540","5,089",4361.0
,"2,487",,"5,090",4228.0
,"7,597","19,985","5,091",2832.0
,,,"5,092",3736.0
,"19,985","16,844","5,093",3380.0
,,,"5,094",5326.0
,"3,540","4,000","5,095",3599.0
,,,"5,096",5285.0
,,"5,900","5,097",3820.0
,,"5,709","5,098",4958.0
,,17,"5,099",3477.0
,,,"5,100",3974.0
,"16,844",,"5,101",4264.0
,,,"5,102",7130.0
,,,"5,103",
,,"2,905","5,104",
,17,,"5,105",
,"5,709","39,549","5,106",3234.0
,"5,900","1,600","5,107",
,,,"5,108",3326.0
,"4,000",,"5,109",7533.0
,,,"5,110",3148.0
,,"1,910","5,111",
,,,"5,112",
,"1,910","6,600","5,113",
,,,"5,114",
,,"11,500","5,115",11805.0
,,"39,821","5,116",4822.0
,"1,600",,"5,117",5047.0
,"39,549","4,500","5,118",3889.0
,,,"5,119",7207.0
,"2,905",,"5,120",5255.0
,"6,600",,"5,121",5524.0
,120,120,"5,122",7020.0
,,,"5,123",9498.0
,,,"5,124",9862.0
,,,"5,124",
,"4,500",,"5,125",7043.0
,,339,"5,126",3360.0
,"39,821","2,267","5,127",5358.0
,"11,500","4,484","5,128",4496.0
,,"14,500","5,129",3566.0
,,,"5,130",7745.0
,,,"5,131",
,,,"5,132",4790.0
,"14,500","3,609","5,133",5209.0
,"4,484","5,700","5,134",3876.0
,"2,267","2,330","5,135",4210.0
,339,,"5,136",7742.0
,,,"5,137",
,,,"5,138",5409.0
,,,"5,139",3476.0
,,894,"5,139",5961.0
,"6,496","6,496","5,140",6878.0
,894,342,"5,140",5140.0
,,,"5,140",
,,"28,300","5,141",11185.0
,,,"5,142",7315.0
,,,"5,143",9164.0
,"2,330",945,"5,144",3368.0
,"5,700",176,"5,145",6013.0
,"3,609",842,"5,146",3472.0
,342,"1,700","5,147",4462.0
,"2,000","2,000","5,148",4211.0
,"1,700",,"5,149",
,842,,"5,150",4203.0
,176,,"5,151",
,945,"2,439","5,152",4625.0
,,"8,714","5,153",3488.0
,,,"5,154",4925.0
,"28,300",,"5,155",7325.0
,,745,"5,156",9497.0
,,,"5,157",13412.0
,,,"5,158",4142.0
,,,"5,159",5868.0
,745,"5,500","5,160",
,,,"5,161",3267.0
,,970,"5,162",4455.0
,"8,714","2,300","5,163",3858.0
,"2,439",,"5,164",7094.0
,,,"5,165",4106.0
,,,"5,166",5611.0
,,,"5,167",4227.0
,"2,505","2,505","5,168",4927.0
,,"6,500","5,169",4458.0
,,,"5,169",5169.0
,,,"5,170",4178.0
,,,"5,171",8656.0
,"2,300",,"5,172",4817.0
,970,"6,198","5,173",3003.0
,,,"5,174",6223.0
,"5,500",,"5,175",5453.0
,"6,500",950,"5,176",5375.0
,,,"5,177",3936.0
,950,,"5,178",3689.0
,,,"5,179",4723.0
,,,"5,180",3591.0
,"6,198","3,992","5,181",4689.0
,,"5,200","5,182",4551.0
,,,"5,183",5997.0
,,,"5,184",7919.0
,,,"5,185",4148.0
,,,"5,185",7910.0
,,,"5,186",9144.0
,,,"5,187",8677.0
,,"1,564","5,188",1067.0
,,,"5,189",8971.0
,,,"5,190",
,"5,200","36,650","5,191",3726.0
,"3,992",,"5,192",4815.0
,,"6,988","5,193",4667.0
,,"5,395","5,194",4906.0
,,"14,000","5,195",3773.0
,,,"5,196",8105.0
,"14,000","46,000","5,197",3813.0
,"5,395",,"5,198",3114.0
,"6,988",,"5,199",
,,,"5,200",9664.0
,"36,650","9,695","5,201",4710.0
,,"9,034","5,202",2580.0
,,,"5,203",
,"1,564","32,335","5,204",4038.0
,"46,000",693,"5,205",5690.0
,,,"5,206",
,693,"6,110","5,207",6276.0
,"32,335",,"5,208",
,,,"5,209",3741.0
,"9,034",662,"5,210",
,"9,695","2,826","5,211",7905.0
,,"7,035","5,212",3911.0
,,,"5,213",4385.0
,,,"5,214",6515.0
,"6,110",,"5,215",7202.0
,"6,000","6,000","5,216",3644.0
,,,"5,217",
,,"14,276","5,218",6062.0
,,,"5,219",7480.0
,"7,035","1,517","5,220",4709.0
,"2,826",,"5,221",7499.0
,662,,"5,222",3970.0
,,"2,900","5,223",3154.0
,,"34,034","5,224",2960.0
,,,"5,225",4437.0
,,,"5,226",2431.0
,,,"5,227",8066.0
,"34,034",,"5,228",5001.0
,"2,900",,"5,229",4963.0
,,,"5,230",5784.0
,,,"5,231",3869.0
,"1,517",,"5,231",
,,736,"5,232",7669.0
,"14,276","319,000","5,233",2742.0
,,,"5,234",3451.0
,"2,708","2,708","5,235",2421.0
,,"12,656","5,236",5028.0
,"319,000","1,177","5,237",4006.0
,736,,"5,238",4736.0
,,,"5,239",3081.0
,,,"5,240",7357.0
,,"1,082","5,241",4122.0
,,,"5,242",5228.0
,,500,"5,243",3955.0
,"12,656",,"5,244",7957.0
,,,"5,245",5256.0
,,,"5,246",
,500,,"5,247",8685.0
,,"2,149","5,248",
,"1,082",,"5,249",3583.0
,,,"5,250",7262.0
,,,"5,251",5391.0
,,"1,134","5,252",2765.0
,"1,177",870,"5,253",4319.0
,,946,"5,254",4098.0
,"5,900","5,900","5,255",11997.0
,946,"1,839","5,256",6226.0
,870,,"5,257",7002.0
,"1,134",,"5,258",
,,216,"5,259",
,,,"5,260",
,,,"5,261",6186.0
,"2,149",,"5,262",3980.0
,,,"5,263",5263.0
,"1,839","7,167","5,263",6888.0
,,,"5,264",4862.0
,"7,167","1,352","5,265",4563.0
,,,"5,266",4120.0
,,697,"5,267",5321.0
,,"4,600","5,268",4769.0
,,"4,864","5,269",6527.0
,216,,"5,270",
,,,"5,271",4875.0
,,,"5,272",7004.0
,"1,352",,"5,273",5504.0
,"1,750","1,750","5,274",
,,"9,000","5,275",4299.0
,,,"5,276",
,,,"5,277",3596.0
,,400,"5,278",5459.0
,"4,864","7,830","5,279",3785.0
,"4,600",354,"5,280",4798.0
,697,,"5,281",3612.0
,,,"5,282",5811.0
,"9,000",,"5,282",
,,,"5,283",4857.0
,,,"5,284",7178.0
,,,"5,285",
,,"6,900","5,286",5713.0
,354,,"5,287",9469.0
,"7,830",,"5,288",11442.0
,400,,"5,289",4346.0
,,,"5,290",7709.0
,,,"5,291",5393.0
,,,"5,292",3930.0
,201,201,"5,293",3569.0
,,,"5,294",9308.0
,,"5,000","5,295",
,,,"5,297",3677.0
,,,"5,297",5297.0
,,,"5,298",4631.0
,,58,"5,299",4160.0
,"6,900",606,"5,300",4894.0
,,,"5,301",10129.0
,,,"5,302",
,,,"5,303",8296.0
,,,"5,304",5740.0
,,"2,323","5,305",3837.0
,606,"42,974","5,306",2517.0
,58,,"5,307",2761.0
,,48,"5,308",3842.0
,,,"5,309",7000.0
,,,"5,310",
,"5,000",,"5,311",8686.0
,,,"5,312",5920.0
,,,"5,313",7686.0
,,,"5,314",3559.0
,,"5,543","5,315",3808.0
,,"1,175","5,316",4242.0
,,,"5,317",4506.0
,48,,"5,318",5156.0
,,"35,000","5,319",4526.0
,"42,974",,"5,320",
,"2,323",,"5,321",3194.0
,,366,"5,322",11486.0
,,,"5,323",7441.0
,366,"1,200","5,324",2045.0
,,,"5,324",
,,"2,416","5,325",4183.0
,"35,000",,"5,326",
,,,"5,327",3678.0
,,"15,500","5,328",5090.0
,"1,175",,"5,329",5224.0
,"5,543",,"5,330",7737.0
,"1,200",,"5,331",4134.0
,"1,355","1,355","5,332",5856.0
,,,"5,333",6260.0
,,,"5,334",
,,,"5,335",
,"15,500",,"5,336",5182.0
,,527,"5,337",5396.0
,,,"5,338",4351.0
,"2,416","9,122","5,339",4188.0
,,,"5,340",11494.0
,,,"5,341",5424.0
,"1,670","1,670","5,342",4509.0
,,,"5,343",7677.0
,,,"5,344",6160.0
,"9,122",,"5,345",11551.0
,,,"5,346",6282.0
,527,,"5,347",6617.0
,,"1,440","5,348",6848.0
,,,"5,349",
,,"1,700","5,350",
,,776,"5,351",7337.0
,,,"5,352",5384.0
,776,,"5,353",4143.0
,"1,700",,"5,354",6105.0
,,,"5,355",5463.0
,"1,440","19,200","5,356",4683.0
,,"4,700","5,357",5489.0
,,,"5,358",
,,,"5,359",6753.0
,,"5,334","5,360",6172.0
,,146,"5,361",2108.0
,,,"5,362",3480.0
,146,,"5,363",2176.0
,"5,334","2,302","5,364",3069.0
,,,"5,365",4505.0
,,"3,100","5,366",4788.0
,"4,700",,"5,367",3455.0
,"19,200",,"5,368",4492.0
,,,"5,369",4341.0
,,,"5,370",6376.0
,,,"5,371",6434.0
,,,"5,372",
,,"1,600","5,373",
,,,"5,374",
,,,"5,375",
,,788,"5,376",
,,,"5,377",4828.0
,"3,100","4,400","5,378",4428.0
,,,"5,379",6377.0
,"2,302",,"5,380",4748.0
,"1,600","7,000","5,381",5817.0
,"6,532","6,532","5,382",5422.0
,"7,000",,"5,383",7684.0
,,,"5,384",7516.0
,,"1,716","5,385",6005.0
,"4,400",,"5,386",
,,131,"5,387",2020.0
,788,,"5,388",
,,,"5,389",13659.0
,,,"5,390",
,,,"5,391",2007.0
,"8,720","8,720","5,391",6166.0
,,"16,860","5,392",3912.0
,,,"5,393",
,,,"5,394",4069.0
,,,"5,395",3454.0
,131,86,"5,396",
,,,"5,397",3806.0
,"1,716",,"5,397",5397.0
,,"14,000","5,398",9280.0
,"16,860",127,"5,399",
,,,"5,400",
,127,,"5,401",
,"14,000","9,823","5,402",4181.0
,,"3,900","5,403",5184.0
,,474,"5,404",
,86,"9,116","5,405",4322.0
,,,"5,406",7308.0
,,"4,056","5,407",9225.0
,,,"5,408",
,,,"5,409",9427.0
,178,178,"5,410",4418.0
,,409,"5,411",6347.0
,,"1,721","5,412",7469.0
,"4,056",319,"5,413",3611.0
,,,"5,414",7862.0
,"9,116",494,"5,415",5522.0
,474,,"5,416",
,"3,900","2,392","5,417",3745.0
,"9,823",,"5,418",5927.0
,409,"10,000","5,419",4000.0
,,,"5,420",4079.0
,"10,000",,"5,421",4812.0
,,,"5,422",3628.0
,"2,392",,"5,423",6295.0
,,"2,344","5,424",4597.0
,494,,"5,425",9699.0
,,,"5,426",4355.0
,319,"2,196","5,427",3880.0
,"1,721",,"5,428",2977.0
,,,"5,429",5037.0
,,,"5,430",
,,517,"5,431",7832.0
,,,"5,432",5432.0
,"2,196","4,500","5,432",5545.0
,,,"5,433",4439.0
,,,"5,434",3250.0
,"2,344",,"5,435",5874.0
,,"6,000","5,436",3972.0
,,"6,507","5,437",4983.0
,517,,"5,438",5266.0
,"5,980","5,980","5,439",4555.0
,,,"5,440",5465.0
,"6,507",,"5,441",6558.0
,"6,000","22,385","5,442",5094.0
,,,"5,443",
,,,"5,444",9028.0
,,,"5,445",6139.0
,"4,500",,"5,446",
,,,"5,447",5056.0
,,,"5,448",7479.0
,"6,122","6,122","5,449",3556.0
,,"2,609","5,450",4289.0
,,,"5,451",3646.0
,,,"5,452",3838.0
,,,"5,453",4587.0
,,,"5,454",4547.0
,,,"5,455",
,"22,385",,"5,456",
,,,"5,457",5737.0
,"2,609",,"5,458",4423.0
,,,"5,459",5140.0
,,620,"5,459",6667.0
,,,"5,460",
,,"15,615","5,461",3345.0
,,"2,900","5,462",6903.0
,,327,"5,463",4152.0
,,,"5,464",3693.0
,,,"5,465",5819.0
,,,"5,466",8381.0
,620,"3,066","5,467",4151.0
,"5,172","5,172","5,467",8392.0
,"3,066",,"5,468",5665.0
,,,"5,469",5388.0
,,,"5,470",8020.0
,,587,"5,471",
,327,286,"5,472",7284.0
,"2,900",,"5,473",
,"15,615","2,023","5,474",
,,"8,988","5,475",
,,"5,454","5,476",4901.0
,"5,454",,"5,477",6642.0
,"8,988","7,000","5,478",4810.0
,,,"5,479",4362.0
,"2,023","10,500","5,480",5380.0
,,,"5,481",6602.0
,286,,"5,482",6412.0
,587,,"5,483",7494.0
,,984,"5,484",6449.0
,,,"5,485",6345.0
,,,"5,486",
,,,"5,487",6147.0
,,,"5,488",5769.0
,984,966,"5,489",5604.0
,,,"5,490",5729.0
,,,"5,491",5430.0
,,,"5,492",6536.0
,"10,500",,"5,493",6291.0
,,,"5,494",8165.0
,"7,000",650,"5,495",
,,156,"5,496",2619.0
,156,,"5,497",3923.0
,650,,"5,498",5658.0
,,,"5,499",8858.0
,,"5,800","5,500",
,,471,"5,501",3353.0
,,"1,642","5,502",4613.0
,,"6,170","5,503",4854.0
,966,,"5,504",6247.0
,,"2,123","5,505",4379.0
,,166,"5,505",6459.0
,166,,"5,506",3535.0
,"2,123",,"5,507",5115.0
,,,"5,508",5843.0
,"6,170",,"5,508",5508.0
,"1,642",152,"5,508",5508.0
,471,,"5,509",
,"5,800",,"5,510",6060.0
,,"6,918","5,511",2773.0
,,"3,741","5,512",
,,,"5,513",4072.0
,,,"5,514",6134.0
,"3,741",,"5,515",3541.0
,"6,918",,"5,516",4739.0
,,,"5,517",5955.0
,,,"5,518",8272.0
,152,"3,954","5,519",2949.0
,,,"5,520",6467.0
,,"3,961","5,521",5125.0
,,"1,900","5,522",4402.0
,,,"5,523",7089.0
,,"1,918","5,524",4658.0
,"1,900","10,000","5,525",4248.0
,"3,961",,"5,526",4970.0
,,,"5,527",10358.0
,"3,954",,"5,528",5756.0
,,,"5,529",7336.0
,,,"5,530",7127.0
,,,"5,530",
,,,"5,531",
,"1,918","5,710","5,532",6029.0
,"5,710",,"5,533",3935.0
,,,"5,534",4797.0
,,"6,200","5,534",5149.0
,,,"5,535",3458.0
,,,"5,536",
,,,"5,537",4277.0
,,947,"5,538",5908.0
,,,"5,539",6319.0
,"10,000",,"5,540",6402.0
,,,"5,541",5314.0
,,,"5,542",4754.0
,,,"5,543",
,,,"5,544",9608.0
,947,,"5,545",2240.0
,,,"5,546",3783.0
,,,"5,547",11949.0
,,,"5,548",
,"6,200",,"5,549",
,,,"5,550",
,,"12,496","5,551",4381.0
,"12,496",,"5,552",3931.0
,,,"5,553",4166.0
,,,"5,554",4939.0
,,"2,000","5,555",4741.0
,,,"5,556",4719.0
,,,"5,557",5252.0
,,"1,903","5,558",2527.0
,,,"5,558",5558.0
,,"20,242","5,559",4301.0
,,,"5,560",4243.0
,,,"5,561",5444.0
,"20,242","5,100","5,562",3767.0
,,,"5,563",6124.0
,"1,903","1,000","5,564",9119.0
,,,"5,565",4295.0
,,,"5,566",3348.0
,"2,000","7,066","5,567",7913.0
,,,"5,568",3967.0
,,,"5,569",6416.0
,,625,"5,570",
,625,645,"5,571",15222.0
,,"4,061","5,572",5735.0
,,,"5,573",5283.0
,"7,066",,"5,574",5345.0
,,"2,617","5,575",5103.0
,,115,"5,576",5456.0
,"1,000","1,948","5,577",5091.0
,,641,"5,578",9073.0
,"5,100",,"5,579",5579.0
,645,,"5,579",
,,,"5,580",7813.0
,,"1,350","5,581",14237.0
,641,,"5,582",
,"1,948",,"5,583",
,115,,"5,584",3698.0
,"2,617","20,075","5,585",3432.0
,,"19,873","5,586",3699.0
,,,"5,587",4690.0
,"4,061",,"5,588",7375.0
,,76,"5,589",3672.0
,76,,"5,590",6847.0
,,"5,200","5,591",5057.0
,,"3,400","5,592",4566.0
,"19,873",,"5,593",9120.0
,"20,075",,"5,594",14616.0
,,383,"5,595",
,,"45,000","5,596",6736.0
,,,"5,596",
,"1,350","8,269","5,597",4087.0
,,"11,474","5,598",4456.0
,"11,474",,"5,599",10705.0
,"8,269",,"5,600",5076.0
,,,"5,601",5488.0
,"45,000","3,708","5,602",7074.0
,383,"2,388","5,603",4393.0
,,,"5,604",
,,,"5,605",
,"3,400",,"5,606",4789.0
,"5,200",371,"5,607",
,,320,"5,608",6495.0
,320,,"5,609",10947.0
,371,"49,767","5,610",3706.0
,,,"5,611",3878.0
,,,"5,612",
,,"5,271","5,613",3954.0
,"2,388","6,581","5,614",3956.0
,"3,708",,"5,615",6370.0
,,,"5,616",7138.0
,,"1,600","5,617",8297.0
,,,"5,618",3907.0
,,"8,800","5,619",4050.0
,"1,600",,"5,620",7759.0
,,,"5,621",5417.0
,,,"5,622",9832.0
,"6,581",,"5,623",
,"5,271",,"5,624",3983.0
,,,"5,625",8926.0
,,393,"5,626",6881.0
,"49,767",,"5,627",
,"8,800",,"5,628",5063.0
,,,"5,629",3958.0
,,,"5,630",
,393,335,"5,631",23885.0
,,"3,340","5,632",5105.0
,,,"5,633",4720.0
,,,"5,634",6338.0
,,,"5,635",4666.0
,,,"5,636",5616.0
,,,"5,637",5637.0
,,,"5,637",9791.0
,,,"5,639",4102.0
,,73,"5,640",5121.0
,,,"5,641",6904.0
,,,"5,642",11238.0
,,"4,400","5,643",6289.0
,,,"5,644",4252.0
,,,"5,645",10983.0
,"3,340","1,540","5,646",4480.0
,335,,"5,647",5666.0
,,,"5,648",9064.0
,,,"5,649",5087.0
,,"1,433","5,650",4791.0
,"1,540",,"5,651",4861.0
,,"5,969","5,652",5514.0
,,"2,190","5,653",8095.0
,"4,400","14,100","5,654",
,,,"5,655",7358.0
,,"1,300","5,656",
,73,,"5,657",3417.0
,,"26,000","5,658",4618.0
,"26,000","34,220","5,659",3080.0
,,,"5,660",5222.0
,"1,300",,"5,661",5120.0
,,332,"5,662",5389.0
,"14,100",,"5,663",4436.0
,"2,190",,"5,664",4101.0
,"5,969",,"5,665",8504.0
,,,"5,666",5922.0
,"1,433","1,800","5,667",5707.0
,"34,220",,"5,668",4903.0
,,,"5,669",7050.0
,"1,800",,"5,670",6850.0
,,"1,337","5,671",
,,"2,900","5,672",
,,740,"5,673",3406.0
,,,"5,674",4756.0
,332,"6,579","5,675",3381.0
,,,"5,676",4799.0
,,,"5,677",
,,,"5,678",4438.0
,,,"5,679",7897.0
,,"1,406","5,680",9467.0
,,,"5,681",15600.0
,"6,579",,"5,682",5733.0
,,,"5,683",7413.0
,740,,"5,684",
,"2,900",199,"5,685",4220.0
,"1,337",485,"5,686",6209.0
,,"5,524","5,687",5086.0
,,,"5,688",
,"5,524",,"5,689",6309.0
,485,,"5,690",5828.0
,199,,"5,691",6592.0
,,93,"5,692",3254.0
,,"1,116","5,693",6466.0
,,,"5,694",5564.0
,,,"5,695",4671.0
,,"3,119","5,696",3332.0
,"1,406",,"5,697",
,,,"5,698",11623.0
,,"3,714","5,699",4923.0
,"3,119","3,426","5,700",4773.0
,,"7,190","5,701",2936.0
,,90,"5,702",5036.0
,"1,116","1,350","5,703",4926.0
,93,,"5,704",4572.0
,,,"5,705",4263.0
,,"6,300","5,706",4364.0
,,,"5,707",4990.0
,,,"5,708",4136.0
,,"157,000","5,709",7058.0
,"6,300","1,662","5,710",4886.0
,,"1,685","5,711",5700.0
,,,"5,712",7114.0
,"1,350","19,000","5,713",
,90,"1,952","5,714",4302.0
,"7,190",,"5,715",10529.0
,"3,426",,"5,716",5711.0
,"3,714","2,554","5,716",6902.0
,,"13,882","5,717",4086.0
,,,"5,718",7405.0
,"2,554",,"5,719",
,,"1,196","5,720",3932.0
,"1,952",,"5,721",
,"19,000",,"5,722",7102.0
,,,"5,723",
,"1,685","2,331","5,724",5447.0
,"1,662",,"5,725",6870.0
,"157,000",,"5,726",4932.0
,"13,882",,"5,727",3059.0
,,,"5,728",7536.0
