10-DeBiGa-industry,10-DeBiGa-website,10-DeBiGa-headquarters
pharmaceuticals and healthcare,www.cnhu.com,china
chemicals,www.valhi.net,united states of america
technology and communications,www.fsi.co.jp,japan
construction,www.avaloncommunities.com,united states of america
business and consumer services,www.loomis.com,sweden
transport and logistics,www.keihan-holdings.co.jp,japan
technology and communications,www.entegris.com,united states of america
media,www.focusmedia.cn,china
consumer packaged goods,www.tigerbrands.com,south africa
medical equipment,www.amplifon.com,italy
chemicals,www.tokaicarbon.co.jp,japan
financial services,www.qib.com.qa,qatar
metals and mining,www.northam.co.za,south africa
consumer packaged goods,www.000860.com,china
financial services,www.bankofafrica.ma,morocco
financial services,www.metrobank.com.ph,philippines
financial services,www.techcombank.com.vn,vietnam
retailing,www.marinemax.com,united states of america
technology and communications,ir.sbasite.com/overview/default.aspx,united states of america
power,www.ree.es/es/conocenos/el-grupo-red-electrica,spain
technology and communications,www.telekom.hu,hungary
consumer packaged goods,www.distell.co.za,south africa
financial services,www.signatureny.com,united states of america
consumer packaged goods,www.donlim.com,china
metals and mining,olysteel.com,united states of america
consumer packaged goods,www.kimberly-clark.com.mx,mexico
industrial goods and machinery,www.venture.com.sg,singapore
financial services,www.amp.com.au,australia
technology and communications,corpo.cogeco.com/cca,canada
construction,www.beazer.com,united states of america
consumer packaged goods,www.crocs.com,united states of america
financial services,www.abrdn.com,united kingdom
transport and logistics,www.adaniports.com,india
power,www.engie.com.br,brazil
pharmaceuticals and healthcare,www.aierchina.com,china
consumer packaged goods,eng.nongshim.com,south korea
paper and packaging,www.hokuetsucorp.com,japan
metals and mining,www.ims-group.com,france
retailing,www.etsy.com,united states of america
retailing,www.thewarehousegroup.co.nz,new zealand
transport and logistics,www.kamigumi.co.jp,japan
power,www.svk.se,sweden
pharmaceuticals and healthcare,www.bangkokhospital.com,thailand
automotive,www.cooperstandard.com,united states of america
automotive,www.revgroup.com,united states of america
power,www.ls-electric.com,south korea
financial services,www.acom.co.jp,japan
construction,www.aldar.com,united arab emirates
leisure and arts,www.hiltongrandvacations.com,united states of america
financial services,www.ecobank.com,togo
business and consumer services,www.freshfields.com,united kingdom
power,www.hep.hr,croatia
financial services,www.pekao.com.pl,poland
consumer packaged goods,www.delmontepacific.com,singapore
media,www.cirgroup.it,italy
leisure and arts,www.whitbread.co.uk,united kingdom
construction,afry.com,sweden
automotive,www.nfigroup.com,canada
power,www.gpscgroup.com,thailand
construction,www.takamatsu-cg.co.jp,japan
chemicals,www.stepan.com,united states of america
transport and logistics,www.tec.crrczic.cc,china
financial services,www.cdp.it,italy
financial services,www.mebuki-fg.co.jp,japan
retailing,www.skylark.co.jp,japan
chemicals,www.newmarket.com,united states of america
media,tctranscontinental.com,canada
consumer packaged goods,www.la-z-boy.com,united states of america
transport and logistics,www.keikyu.co.jp,japan
consumer packaged goods,www.rclfoods.com,south africa
technology and communications,elisa.fi,finland
technology and communications,www.te.eg,egypt
pharmaceuticals and healthcare,www.santen.co.jp/ja,japan
technology and communications,www.vtech.com,hong kong
pharmaceuticals and healthcare,www.999.com.cn,china
consumer packaged goods,www2.urc.com.ph,philippines
energy and utilities,interpipeline.com,canada
pharmaceuticals and healthcare,www.novozymes.com,denmark
aerospace and defense,www.woodward.com/home,united states of america
construction,www.hkland.com/en/home.html,bermuda
transport and logistics,www.szihl.com,hong kong
pharmaceuticals and healthcare,www.taisho-holdings.co.jp,japan
consumer packaged goods,www.semir.com,china
media,corpo.cogeco.com,canada
chemicals,www.ashland.com,united states of america
consumer packaged goods,www.greencore.com,ireland
consumer packaged goods,ottogi.co.kr,south korea
leisure and arts,www.jdwetherspoon.com,united kingdom
automotive,www.showa1.com/jp,japan
power,www.portlandgeneral.com,united states of america
consumer packaged goods,www.ontexglobal.com,belgium
financial services,www.hyundaicard.com,south korea
automotive,www.allisontransmission.com,united states of america
construction,www.taeyoung.com,south korea
consumer packaged goods,www.vindapaper.com,hong kong
technology and communications,sonatel.sn,senegal
technology and communications,www.nssol.nipponsteel.com,japan
construction,www.norbord.com,canada
technology and communications,www.wnc.com.tw,taiwan
financial services,www.salliemae.com,united states of america
technology and communications,www.belden.com,united states of america
construction,summit-materials.com,united states of america
financial services,www.amg.com,united states of america
metals and mining,www.topy.co.jp,japan
media,gray.tv,united states of america
consumer packaged goods,www.wolverineworldwide.com,united states of america
industrial goods and machinery,www.bruker.com,united states of america
technology and communications,www.shinko.co.jp,japan
consumer packaged goods,www.monclergroup.com,italy
retailing,www.genesco.com,united states of america
business and consumer services,www.rollins.com,united states of america
retailing,www.jarir.com,saudi arabia
pharmaceuticals and healthcare,www.hugp.com,japan
paper and packaging,www.sig.biz,switzerland
consumer packaged goods,www.youngone.co.kr,south korea
agriculture and forestry,www.tcsw.com.cn,china
industrial goods and machinery,www.hoshizaki.co.jp,japan
technology and communications,company.nexon.co.jp,japan
pharmaceuticals and healthcare,www.buchang.com,china
construction,www.semenindonesia.com,indonesia
medical equipment,www.dexcom.com,united states of america
financial services,www.ucobank.com,india
financial services,www.capitecbank.co.za,south africa
leisure and arts,www.olc.co.jp,japan
leisure and arts,www.jinjiangcapital.com,china
industrial goods and machinery,raychem.nvent.com/en-ie,united kingdom
energy and utilities,www.enablemidstream.com/html/pages/p001-homepage.h,united states of america
construction,www.equityapartments.com,united states of america
paper and packaging,www.metsaboard.com,finland
metals and mining,chelpipe.ru,russia
technology and communications,www.saswafer.com,taiwan
chemicals,www.ems-group.com,switzerland
pharmaceuticals and healthcare,www.joincare.com,china
energy and utilities,www.libertyenergy.com,united states of america
energy and utilities,www.delek-group.com,israel
retailing,www.mercatorgroup.si,slovenia
energy and utilities,www.newoceanhk.com,hong kong
consumer packaged goods,www.kontoorbrands.com,united states of america
power,www.suntien.com,china
industrial goods and machinery,www.haitianinter.com,china
industrial goods and machinery,zjshc.com,china
automotive,www.giti.com,singapore
alternative energy,www.chinawindey.com,china
consumer packaged goods,www.kose.co.jp,japan
financial services,www.fukuoka-fg.com,japan
financial services,www.credem.it,italy
financial services,www.bbva.com.ar,argentina
power,www.enelgeneracion.cl,chile
leisure and arts,www.food-and-life.co.jp,japan
financial services,www.rhbgroup.com,malaysia
financial services,www.hkexgroup.com,hong kong
industrial goods and machinery,www.curtisswright.com,united states of america
consumer packaged goods,www.citizen.co.jp,japan
consumer packaged goods,www.dometicgroup.com,sweden
technology and communications,www.gn.com,denmark
aerospace and defense,www.hyundai-rotem.co.kr,south korea
business and consumer services,www.jvckenwood.com,japan
technology and communications,www.echo.com,united states of america
technology and communications,www.ubisoft.com,france
retailing,company.bosideng.com,hong kong
medical equipment,www.intcomedical.com.cn,china
metals and mining,www.ferrexpo.com,switzerland
paper and packaging,www.semapa.pt,portugal
consumer packaged goods,www.wqfz.com,china
automotive,us.coopertire.com,united states of america
construction,www.zjec.com.cn,china
paper and packaging,www.bohui.com,china
construction,www.ctci.com.tw,taiwan
leisure and arts,www.vailresorts.com,united states of america
consumer packaged goods,www.fujitsu-general.com,japan
construction,www.caverion.fi,finland
industrial goods and machinery,www.indutrade.se,sweden
leisure and arts,www.galaxyentertainment.com/en,hong kong
transport and logistics,www.fraport.com/de.html,germany
automotive,www.iochpe.com.br,brazil
construction,www.sweco.se,sweden
financial services,www.mashreqbank.com,united arab emirates
energy and utilities,www.yanchanginternational.com,hong kong
business and consumer services,www.ipsos.com,france
technology and communications,www.dtac.co.th,thailand
financial services,www.concordia-fg.jp,japan
business and consumer services,www.bravida.se,sweden
automotive,www.mitsuba.co.jp,japan
energy and utilities,www.deepwater.com,switzerland
technology and communications,www.kaifa.cn,china
pharmaceuticals and healthcare,www.hikma.com,united kingdom
