foundation_year,headquarter,industry,name,ownership
2001,"kolkata, west bengal, india",metals & mining,adhunik metaliks,public
2002,"bhubaneswar, odisha, india",it services & consulting,tatwa technologies,private
1983,"ludhiana, punjab, india",fashion & textile,nahar industrial enterprises,public
1995,"mumbai, india",financial services,icici direct,private
1985,"coimbatore, tamil nadu, india",healthcare,kovai medical center and hospital,public
2010,"mumbai, india",healthcare,wellspring healthcare,private
2000,"kolhapur, maharashtra, india",engineering & construction,laxmi civil engineering services,private
1992,"delhi/ncr, delhi, india",fmcg,kwality dairy (india),public
1903,"mumbai, india",hospitality,taj mahal hotel,private
1955,"mumbai, maharashtra, india",chemicals,oriental aromatics,public
2009,"navi mumbai, india",insurance,sud life insurance,
1968,"fort worth, united states",pharma,virbac animal health,private
2013,"coimbatore,tamil nadu, india",logistics,leap india,private
2007,"woodbridge, united states",it services & consulting,knack global,
1962,"espoo, southern finland, finland",industrial machinery,normet,private
1984,"nainital, uttarakhand, india",pulp & paper,century pulp & paper,private
2012,"plymouth, unitedstates",auto components,varroc lighting systems,private
2010,"kanpur, india",agro chemicals,kanpur fertilizers and cement,private
2004,"mumbai, maharashtra, india",financial services,teamspace financial services,private
1995,"mumbai, maharashtra, india",pharma,megafine pharma,private
1972,"noida, uttar pradesh, india",semiconductors,heg,public
2001,"bangalore/bengaluru, karnataka, india",non-profit,azim premji foundation,private
1960,"northville, michigan, united states (usa)",auto components,cooper-standard automotive,public
2011,"greater noida, uttar pradesh, india",education & training,galgotias university,private
2013,"gurgaon/gurugram, haryana, india",retail,miniso,private
1985,"miami,",bpo,sitel group india,
1988,"noblesville,indiana, united states",medical equipment,smc,private
1970,"san jose,california, united states",consumer electronics & appliances,western digital,private
1997,"rotterdam, south holland, netherlands",,louis dreyfus commodities,private
1995,"herborn, germany",industrial machinery,rittal,private
1980,"jaipur, india",automobile,rajesh motors,private
2009,"bhilai/bhillai, chhattisgarh, india",it services & consulting,globussoft,private
1999,"grandville, mi, united states (usa)",it services & consulting,daffodil software,private
1953,"bangalore/bengaluru, karnataka, india",industrial machinery,hmt machine tools,private
1959,"mumbai, maharashtra, india",consumer goods,hawkins cookers,public
1991,"canary wharf, london, united kingdom (uk)",banking,hsbc global banking and markets,public
1987,"faridabad, india",industrial automation,infres methodex,private
1985,"chennai, tamil nadu, india",healthcare,sri ramachandra university,private
1988,"mumbai, india",building material,birla white,private
2008,"panchkula, india",engineering & construction,s g encon,private
2001,"blue ash, ohio, united states of america",analytics & kpo,ascendum kps,private
1988,"hoboken, new jersery, united states of america",logistics,shipco transport,private
1968,"faridabad, haryana, india",industrial machinery,super auto india,private
2012,"menlo park, united states",it services & consulting,trantor,private
1959,"mumbai, maharashtra, india",printing & publishing,navneet education,public
0,,automobile,india yamaha motors,
1946,"anand, india",food processing,gujarat co operative milk marketing federation ltd. (amul),public
2003,"san jose, california, united states",it services & consulting,outworx solutions,private
2006,"mumbai, maharashtra, india",retail,brand factory,public
2016,"kolkata, west bengal, india",management consulting,cogenthub,private
2002,"chicago, united states",insurance,marble box,private
1992,"thrissur, kerala, india",financial services,esaf co-operative,
1995,"hyderabad/secunderabad, telangana, india",engineering & construction,knr constructions,public
2000,"delhi/ncr, delhi, india",healthcare,oncquest laboratories,private
1946,"levallois-perret, france",automobile,plastic omnium,private
1983,"hyderabad, india",industrial machinery,pitti engineering solutions,public
0,,internet,amazon seller central,
1995,"huizhou, china",electronics manufacturing,dbg technology,
1955,"chennai, tamil nadu, india",logistics,sical logistics,public
1970,"washington d.c, united states",non-profit,population services international (psi),private
1962,"hyderabad, india",financial services,margadarsi chit fund,private
1905,"lucknow, india",education & training,king george's medical university,private
1973,"seoul, southkorea",automobile,iljin automotive,
1893,"chennai, tamil nadu, india",pharma,amrutanjan health care,public
1996,"delhi/ncr, new delhi, india",consumer electronics & appliances,casio india company,private
2015,"lucknow, india",fintech,maxi multiservices,private
1972,"faridabad, haryana, india",industrial machinery,venus industrial corporation,private
2008,"pune, india",financial services,dbs mintek,
2005,"paonta sahib, himachal pradesh, india",pharma,tirupati medicare,
1986,"gurgaon/gurugram, haryana, india",fashion & textile,indo rama synthetics (i),public
2008,"noida, uttar pradesh, india",it services & consulting,claritus management consulting,private
2009,"pune, maharashtra, india",it services & consulting,sears it & management services india,private
2005,"kanpur, uttar pradesh, india",fashion & textile,leayan global,private
2008,"dallas,texas, us",gaming,purpletalk,private
2011,"dubai, united arab emirates (uae)",telecom,vsun mobile,private
1995,"mumbai, maharashtra, india",nbfc,axis finance,private
1991,"mumbai, maharashtra, india",education & training,itm group of institutions,private
2010,"hyderabad, india",education & training,cmr engineering college,
2006,"mumbai, maharashtra, india",financial services,hdfc credila financial services,private
2007,"mumbai,maharashtra, india",auto components,yokohama off-highway tires,
2018,"gurgaon, haryana, india",beauty & personal care,niine,
0,,packaging,schott poonawalla,
2007,"noida, uttar pradesh, india",chemicals / agri inputs,jubilant industries,public
1884,"tokyo, japan",industrial machinery,mitsubishi heavy industries,private
1997,"pune, maharashtra, india",real estate,nyati group,private
1998,"ernakulam, kerala, india",healthcare,agappe diagnostics,private
0,"mumbai, india",bpo,tcs e-serve international,private
1967,"bangalore, india",medical equipment,bpl medical technologies,private
2008,"singapore,singapore, singapore",it services & consulting,capillary technologies,private
1956,"neyveli, tamil nadu, india",metals & mining,neyveli lignite corporation,private
1992,"hyderabad, india",biotechnology,bioseed,private
1981,"hyderabad/secunderabad, telangana, india",fintech,kapil chit funds,private
1995,"mumbai, maharashtra, india",financial services,franklin templeton international services,private
1994,"hyderabad,telangana, india",nbfc,indian school finance company,private
0,,,itc group,
1967,"dubai, dubai, united arab emirates (uae)",banking,mashreq bank,public
2010,"kolkata,west bengal, india",healthcare,glocal healthcare systems,jv
1999,"noida, uttar pradesh, india",media & entertainment,zee media corporation,public
1991,"london, united kingdom (uk)",industrial machinery,vesuvius,public
1972,"pune, maharashtra, india",industrial machinery,electropneumatics & hydraulics (i),private
1975,"kolkata, west bengal, india",food processing,balrampur chini mills,public
2003,"madrid, spain",pharma,exeltis,private
1959,"new delhi, india",broadcasting,doordarshan,private
1966,"northfield, illinois, united states (usa)",medical equipment,medline industries,private
2000,"redmond, united states",it services & consulting,maq software,private
2002,"mumbai, maharashtra, india",banking,ing vysya bank,public
1987,"mumbai,maharashtra, india",pharma,mj biopharm,private
1992,"copenhagen,capital region, denmark",banking,saxo bank,private
1990,"kolkata, west bengal, india",iron & steel,patton international,private
1986,"mumbai, india",pharma,galpha laboratories,
2006,"chennai, tamil nadu, india",auto components,daebu automotive seat,private
1967,"bangalore/bengaluru, karnataka, india",electronics manufacturing,rakon,private
2007,"folsom, california, united states",education & training,powerschool india,private
2012,"mumbai, maharashtra, india",recruitment,hire glocal,private
2007,"bangalore/bengaluru, karnataka, india",it services & consulting,jmr infotech,private
1966,"miami, unitedstates",travel & tourism,norwegian cruise line,
1991,"hyderabad/secunderabad, telangana, india",chemicals,vivimed labs,public
2004,"mumbai,maharashtra, india",fitness & wellness,omniactive health technologies,public
1997,"ahmedabad, gujarat, india",it services & consulting,dev information technology,public
1980,"new delhi, india",metals & mining,prakash industries,public
1989,"new york, unitedstates",financial services,paperchase accountancy,"hq - new york, unitedstates"
1980,"visakhapatnam, india",education & training,gitam university,private
1987,"pune, india",auto components,duroshox,private
1978,"chennai, tamil nadu, india",medical equipment,appasamy associates,private
1993,"bangalore/bengaluru, karnataka, india",education & training,iiht,private
1986,"mumbai, india",it services & consulting,savex technologies,
1996,"noida, uttar pradesh, india",it services & consulting,syscom corporation,private
2001,"hyderabad/secunderabad, telangana, india",oil & gas,ksk energy ventures,public
1991,"delhi/ncr, delhi, india",healthcare,maharaja agrasen hospital,
2004,"duluth, united states (usa)",it services & consulting,ggk technologies,private
1956,"mumbai, india",,aditya birla money,public
1987,"gurgaon, india",bpo,arcis e services,private
2012,"indore, madhya pradesh, india",it services & consulting,innoeye technologies,"hq - indore, madhya pradesh, india"
1955,"chennai, tamil nadu, india",auto components,amco batteries,public
2007,"chennai, tamil nadu, india",oil & gas,operational energy group india,private
2011,"greenwich, connecticut, united states (usa)",logistics,xpo logistics,public
1995,"dubai, unitedarabemirates",furniture & furnishing,home centre,
1948,"howrah, west bengal, india",engineering & construction,rahee infratech,private
2004,"mclean, virginia, united states (usa)",it services & consulting,infocepts technologies,private
1903,"mumbai, india",hospitality,taj gateway hotel,
2016,"chennai, tamil nadu, india",bpo,gamma process hub,private
1996,"noida, uttar pradesh, india",it services & consulting,syscom corporation,private
2006,"ahmedabad, gujarat, india",healthcare,hcg cancer centre,public
