name,code,rank,marketcap,country,sharePrice,change(1day),change(1year),categories
China Tower,0788.HK,870,$18.98 B,China,$0.11,0.00%,-8.33%,"['Telecommunication', 'Infrastructure']"
Pembina Pipeline,PBA,869,$19.00 B,Canada,$34.31,-0.12%,12.97%,"['OilGas', 'Transportation', 'Infrastructure', 'Energy']"
Société Générale,GLE.PA,867,$19.02 B,France,$23.48,-0.69%,-28.20%,"['Banks', 'Financialservices', 'CAC40']"
Tata Motors,TTM,865,$19.08 B,India,$24.91,-1.11%,-21.79%,['Automakers']
EDP Group,EDP.F,866,$19.05 B,Portugal,$4.80,-0.26%,-11.76%,"['Electricity', 'Utilitycompanies', 'Energy']"
ORIX,IX,868,$19.01 B,Japan,$80.12,1.87%,-22.05%,"['Banks', 'Financialservices']"
Vonovia,VNA.DE,863,$19.19 B,Germany,$24.08,-1.50%,-57.85%,"['Realestate', 'DAX', 'REITs']"
CenterPoint Energy,CNP,864,$19.13 B,USA,$30.39,-1.40%,9.00%,"['Electricity', 'Energy']"
Aker BP,AKRBP.OL,862,$19.20 B,Norway,$30.42,0.07%,-12.18%,"['OilGas', 'Energy']"
Mahindra & Mahindra,M&M.NS,860,$19.22 B,India,$15.47,0.61%,41.15%,['Automakers']
Texas Pacific Land Trust,TPL,861,$19.21 B,USA,"$2,438",-1.29%,84.03%,[]
H&M,HM-B.ST,859,$19.23 B,Sweden,$11.23,-0.02%,-40.27%,"['Clothing', 'Retail']"
Fortis,FTS,858,$19.25 B,Canada,$39.90,-0.15%,-12.65%,"['Utilitycompanies', 'Electricity', 'Energy']"
BioMarin Pharmaceutical,BMRN,856,$19.27 B,USA,$103.69,1.44%,20.40%,[]
Dai-ichi Life Holdings,8750.T,855,$19.32 B,Japan,$18.79,0.14%,-10.57%,['Insurance']
Teledyne,TDY,857,$19.27 B,USA,$411.13,-0.52%,-4.95%,[]
Centrais Electricas Brasileiras,EBR,854,$19.37 B,Brazil,$8.42,2.31%,33.23%,"['Utilitycompanies', 'Electricity', 'Energy']"
Dover,DOV,853,$19.41 B,USA,$138.35,-1.02%,-19.68%,[]
Marubeni,8002.T,852,$19.42 B,Japan,$11.36,0.68%,20.34%,[]
Schindler Group,SCHN.SW,850,$19.44 B,Switzerland,$177.62,-0.71%,-34.09%,[]
Rollins,ROL,851,$19.44 B,USA,$39.48,0.69%,21.51%,[]
Citizens Financial Group,CFG,849,$19.45 B,USA,$39.50,0.46%,-18.27%,"['Financialservices', 'Banks']"
Banco do Brasil,BZLA.F,847,$19.49 B,Brazil,$6.83,2.36%,21.10%,"['Banks', 'Financialservices']"
Svenska Handelsbanken,SVHH.F,846,$19.50 B,Sweden,$9.68,-1.07%,-9.87%,[]
Sany Heavy Industry,600031.SS,845,$19.55 B,China,$2.30,0.06%,-39.47%,[]
Chow Tai Fook,1929.HK,843,$19.63 B,Hong Kong,$1.91,2.34%,8.52%,"['Retail', 'Luxurygoods']"
Endesa,ELE.MC,844,$19.60 B,Spain,$18.52,-1.62%,-17.28%,"['Electricity', 'Utilitycompanies', 'Energy']"
Kia,000270.KS,838,$19.66 B,South Korea,$49.05,-0.46%,-30.48%,"['Automakers', 'Manufacturing']"
Air China,601111.SS,842,$19.63 B,China,$1.57,2.14%,16.30%,"['Airlines', 'Travel', 'Transportation']"
Aena,AENA.MC,840,$19.64 B,Spain,$130.99,-0.20%,-13.62%,"['Airports', 'Infrastructure']"
Ecopetrol,EC,841,$19.63 B,Colombia,$9.28,0.11%,-33.38%,"['OilGas', 'Energy']"
The Saudi British Bank,1060.SR,832,$19.72 B,Saudi Arabia,$9.60,1.55%,20.30%,"['Banks', 'Financialservices']"
Z Holdings,4689.T,837,$19.67 B,Japan,$2.61,-1.70%,-58.96%,['Internet']
Ferrovial,FER.MC,839,$19.65 B,Spain,$26.75,-0.31%,-9.81%,"['Construction', 'Infrastructure']"
Church & Dwight,CHD,836,$19.68 B,USA,$80.70,0.32%,-13.17%,['Consumergoods']
BOE Technology,000725.SZ,835,$19.68 B,China,$0.52,-0.28%,-31.58%,[]
PTT Exploration and Production,PTTEP.BK,834,$19.69 B,Thailand,$4.96,-1.99%,42.94%,"['OilGas', 'Energy']"
CF Industries,CF,833,$19.72 B,USA,$100.52,-0.97%,67.48%,['Fertilizercompanies']
Atlantia,ATL.MI,829,$19.78 B,Italy,$24.16,0.00%,28.03%,[]
Invitation Homes,INVH,831,$19.75 B,USA,$32.18,1.64%,-24.57%,['Realestate']
Michelin,ML.PA,830,$19.78 B,France,$27.73,0.00%,-82.28%,"['Tires', 'CAC40']"
W. R. Berkley,WRB,827,$19.81 B,USA,$74.65,-1.01%,-6.42%,['Insurance']
Molina Healthcare,MOH,828,$19.81 B,USA,$339.28,1.09%,16.54%,"['Healthcare', 'Insurance']"
EPAM Systems,EPAM,826,$19.91 B,USA,$338.98,-0.34%,-43.03%,"['Professionalservices', 'ITservices', 'Software', 'Tech']"
Xylem,XYL,825,$20.00 B,USA,$110.98,0.15%,-10.62%,[]
BeiGene,BGNE,822,$20.08 B,China,$193.38,3.09%,-39.04%,['Pharmaceuticals']
NTPC Limited,NTPC.NS,823,$20.06 B,India,$2.07,-0.87%,24.70%,[]
Coterra Energy,CTRA,821,$20.09 B,USA,$25.48,-1.24%,26.64%,"['Energy', 'OilGas']"
"M3, Inc",2413.T,824,$20.03 B,Japan,$29.51,-1.10%,-43.39%,"['Healthcare', 'Internet', 'Tech', 'Software']"
NIBE Industrier,NIBE-B.ST,819,$20.15 B,Sweden,$9.81,-2.21%,-31.35%,[]
Longfor Group,RLF.F,820,$20.12 B,China,$3.07,8.15%,-36.70%,[]
Eisai,4523.T,818,$20.16 B,Japan,$70.35,-1.15%,15.92%,['Pharmaceuticals']
Regions Financial,RF,817,$20.17 B,USA,$21.59,0.89%,-5.60%,['Financialservices']
FirstRand,FSRA.F,816,$20.22 B,South Africa,$3.59,0.00%,-1.10%,"['Banks', 'Financialservices']"
Copel,ELP,815,$20.22 B,Brazil,$7.39,2.21%,37.11%,[]
Waters Corporation,WAT,814,$20.23 B,USA,$340.64,0.90%,-1.01%,[]
ZTO Express,ZTO,812,$20.26 B,China,$25.00,-2.46%,-16.67%,['Courier']
UPM-Kymmene,UPM.HE,813,$20.24 B,Finland,$37.96,0.78%,-0.47%,['Pulpandpaper']
Mitsubishi Electric,6503.T,809,$20.36 B,Japan,$9.64,-0.57%,-25.62%,"['Electronics', 'Manufacturing']"
KE Holdings,BEKE,810,$20.34 B,China,$16.00,-6.05%,-19.68%,['Realestate']
Nippon Paint,4612.T,811,$20.33 B,Japan,$8.66,2.86%,-21.63%,['PaintCoating']
Sumitomo,8053.T,808,$20.36 B,Japan,$16.29,0.52%,12.42%,['Investment']
CGI,GIB,807,$20.39 B,Canada,$85.47,0.47%,-1.17%,['Professionalservices']
Tesco,TSCDF,805,$20.45 B,UK,$2.67,-2.20%,-29.18%,"['Retail', 'SupermarketChains']"
Hewlett Packard Enterprise,HPE,804,$20.57 B,USA,$16.06,-1.29%,3.81%,"['Tech', 'Networkinghardware']"
Repsol,REP.MC,803,$20.64 B,Spain,$14.99,0.92%,27.79%,"['OilGas', 'Energy']"
Shanghai Airport,600009.SS,801,$20.66 B,China,$8.30,1.29%,14.17%,"['Airports', 'Infrastructure']"
PPL,PPL,777,$21.33 B,USA,$28.98,-1.09%,-1.16%,"['Electricity', 'Energy']"
NTT Data,9613.T,802,$20.64 B,Japan,$14.72,-1.71%,-29.97%,"['ITservices', 'Professionalservices']"
East Japan Railway,9020.T,773,$21.41 B,Japan,$56.78,0.28%,-10.84%,"['Railways', 'Transportation']"
Ingersoll Rand,IR,776,$21.38 B,Ireland,$52.81,0.15%,-11.59%,[]
Terumo,4543.T,774,$21.41 B,Japan,$28.56,-1.04%,-31.06%,['Medicaldevices']
First Republic Bank,FRC,775,$21.41 B,USA,$117.05,-1.40%,-45.19%,"['Banks', 'Financialservices']"
Argenx,ARGX,769,$21.63 B,Netherlands,$384.37,-0.30%,31.40%,['Pharmaceuticals']
Telefónica,TEF,772,$21.50 B,Spain,$3.64,-0.82%,-13.95%,['Telecommunication']
UDR Apartments,UDR,771,$21.50 B,USA,$39.41,-0.35%,-33.18%,[]
Datadog,DDOG,768,$21.68 B,USA,$68.28,-0.44%,-61.43%,"['Software', 'Internet', 'Tech']"
Epiroc,EPI-A.ST,770,$21.62 B,Sweden,$18.66,0.18%,-24.94%,"['Machinerymanufacturing', 'Manufacturing']"
Ericsson,ERIC,766,$21.76 B,Sweden,$6.33,-0.78%,-39.37%,"['Telecommunicationsequipment', 'Tech']"
Deutsche Bank,DB,767,$21.75 B,Germany,$10.44,-0.19%,-18.37%,"['Banks', 'Financialservices', 'DAX']"
JSW Steel,JSWSTEEL.NS,765,$21.78 B,India,$9.04,0.89%,3.20%,"['Steelproducers', 'Steelindustry']"
CNH Industrial,CNHI,763,$21.79 B,UK,$16.21,0.25%,-9.69%,['SpecialtyVehicles']
Oil & Natural Gas,ONGC.NS,764,$21.78 B,India,$1.73,1.42%,-10.82%,"['OilGas', 'Energy']"
ArcelorMittal,MT,762,$21.82 B,Luxembourg,$26.50,-0.64%,-10.17%,"['CAC40', 'Steelproducers', 'Steelindustry']"
CK Hutchison Holdings,0001.HK,760,$21.85 B,Hong Kong,$5.70,1.60%,-12.44%,"['Conglomerate', 'Telecommunication', 'Infrastructure', 'Ports']"
Horizon Therapeutics,HZNP,761,$21.82 B,Ireland,$96.30,-0.57%,-5.63%,['Pharmaceuticals']
Martin Marietta,MLM,759,$21.88 B,USA,$352.50,0.72%,-16.64%,['Buildingmaterials']
Delta Air Lines,DAL,756,$22.01 B,USA,$34.33,-4.40%,-9.75%,"['Airlines', 'Travel', 'Transportation']"
Techtronic Industries,TIB1.F,758,$21.93 B,Hong Kong,$11.71,-1.76%,-44.82%,"['Electronics', 'Toolmanufacturers', 'Manufacturing']"
EDP Renováveis,EDPR.LS,757,$21.96 B,Spain,$22.70,-1.23%,-9.74%,"['Energy', 'Renewableenergy', 'Electricity', 'Utilitycompanies']"
Koninklijke DSM,DSM.AS,753,$22.07 B,Netherlands,$125.89,-1.88%,-43.58%,['Food']
Li Auto,LI,754,$22.04 B,China,$22.59,-2.21%,-26.99%,"['Automakers', 'ElectricVehicles']"
Adidas,ADS.DE,755,$22.03 B,Germany,$120.72,-2.28%,-58.10%,"['Footwear', 'Sportsgoods', 'DAX', 'Clothing']"
Principal,PFG,752,$22.08 B,USA,$90.24,0.50%,26.71%,"['Insurance', 'Investment', 'Financialservices']"
Ganfeng Lithium,002460.SZ,751,$22.09 B,China,$11.53,-1.22%,-51.64%,['Mining']
Unicharm,8113.T,750,$22.13 B,Japan,$37.30,-0.76%,-12.19%,[]
Seagen,SGEN,749,$22.16 B,USA,$119.36,1.23%,-18.49%,"['Pharmaceuticals', 'Biotech']"
Extra Space Storage,EXR,747,$22.19 B,USA,$157.16,0.72%,-24.70%,['Realestate']
Arch Capital,ACGL,746,$22.24 B,Bermuda,$60.15,-0.64%,38.72%,['Insurance']
DTE Energy,DTE,748,$22.16 B,USA,$114.41,-1.26%,-0.52%,"['Energy', 'Electricity', 'Utilitycompanies']"
Legrand,LR.PA,744,$22.27 B,France,$82.98,-0.30%,-26.33%,['CAC40']
Evolution Gaming,EVO.ST,745,$22.27 B,Sweden,$103.59,0.77%,-4.72%,"['Gambling', 'Entertainment']"
China Everbright Bank,601818.SS,743,$22.32 B,China,$0.45,0.97%,-15.09%,"['Banks', 'Financialservices']"
SSE,SCT.F,742,$22.37 B,UK,$20.70,0.00%,-4.39%,[]
Ameren,AEE,741,$22.39 B,USA,$86.61,-0.78%,0.09%,"['Electricity', 'Energy']"
Southwest Airlines,LUV,740,$22.44 B,USA,$37.81,-4.71%,-16.37%,"['Airlines', 'Travel', 'Transportation']"
Fifth Third Bank,FITB,739,$22.63 B,USA,$32.97,2.26%,-25.20%,"['Banks', 'Financialservices']"
Yankuang Energy (Yanzhou Coal Mining),600188.SS,737,$22.79 B,China,$5.51,-1.79%,41.65%,"['Mining', 'CoalMining', 'Energy']"
SMIC,MKN2.F,738,$22.76 B,China,$2.08,-6.40%,-21.51%,"['Semiconductors', 'Tech']"
Sandvik,SAND.ST,736,$22.82 B,Sweden,$18.15,0.67%,-31.15%,"['Engineering', 'Machinerymanufacturing', 'Manufacturing']"
McCormick & Company,MKC,735,$22.88 B,USA,$85.35,1.15%,-2.82%,['Food']
Tyson Foods,TSN,733,$22.92 B,USA,$63.74,-0.64%,-24.09%,['Food']
Canon,CAJ,734,$22.88 B,Japan,$22.48,-0.13%,-3.39%,"['Electronics', 'Tech', 'TechHardware']"
Fubon Financial,2881.TW,732,$23.05 B,Taiwan,$1.86,-2.06%,-31.62%,"['Banks', 'Financialservices']"
Rogers Communication,RCI,730,$23.07 B,Canada,$45.43,-0.83%,-2.24%,"['Telecommunication', 'MediaPress']"
Goodman Group,GMG.AX,731,$23.07 B,Australia,$12.27,1.28%,-30.17%,"['Realestate', 'REITs', 'Investment']"
Nestlé India,NESTLEIND.NS,728,$23.17 B,India,$240.39,-0.53%,-6.31%,['Food']
Central Japan Railway,9022.T,727,$23.21 B,Japan,$117.96,-0.15%,-17.49%,"['Railways', 'Transportation']"
Telkom Indonesia,TLK,726,$23.22 B,Indonesia,$23.44,0.30%,-18.33%,['Telecommunication']
National Bank of Canada,NA.TO,729,$23.17 B,Canada,$68.82,-0.59%,-10.39%,"['Banks', 'Financialservices']"
Yum China,YUMC,725,$23.26 B,China,$55.60,-2.49%,6.80%,"['Food', 'Restaurantchains']"
Weyerhaeuser,WY,724,$23.32 B,USA,$31.69,2.16%,-19.47%,[]
The Trade Desk,TTD,723,$23.38 B,USA,$47.77,0.67%,-50.09%,"['Software', 'Internet', 'Tech']"
Adani Ports & SEZ,ADANIPORTS.NS,722,$23.41 B,India,$10.84,0.69%,9.72%,['Ports']
eBay,EBAY,721,$23.42 B,USA,$43.16,-0.44%,-35.80%,"['Internet', 'ECommerce', 'Tech']"
Fortive,FTV,720,$23.49 B,USA,$66.41,-0.18%,-11.57%,[]
Sartorius,SRT.DE,716,$23.70 B,Germany,$325.24,-1.75%,-41.43%,"['ScientificTechnicalInstruments', 'DAX']"
AvalonBay Communities,AVB,719,$23.49 B,USA,$167.97,0.65%,-30.37%,"['Realestate', 'Investment']"
Amadeus IT Group,AMS.MC,718,$23.64 B,Spain,$52.56,-0.64%,-21.45%,"['Software', 'Tech', 'Travel']"
China Resources Beer,0291.HK,715,$23.71 B,Hong Kong,$7.12,3.75%,-11.11%,"['Alcoholicbeverages', 'Beverages']"
Partners Group,PGHN.SW,714,$23.71 B,Switzerland,$909.33,-1.88%,-43.95%,['Investment']
The Hartford,HIG,713,$23.71 B,USA,$74.56,-0.64%,9.25%,"['Financialservices', 'Insurance']"
Hannover Rück,HNR1.DE,717,$23.68 B,Germany,$196.41,1.14%,7.12%,['Insurance']
Agnico Eagle Mines,AEM,711,$23.75 B,Canada,$51.89,2.17%,4.70%,"['Mining', 'Goldmining']"
Vulcan Materials,VMC,710,$23.80 B,USA,$179.10,0.65%,-10.34%,['Buildingmaterials']
BTG Pactual,BPAC3.SA,708,$23.85 B,Brazil,$2.41,-4.50%,6.17%,['Financialservices']
FirstEnergy,FE,709,$23.84 B,USA,$41.70,0.31%,5.68%,"['Electricity', 'Energy']"
Alexandria Real Estate Equities,ARE,707,$23.87 B,USA,$145.52,-0.66%,-30.94%,['Realestate']
Tractor Supply,TSCO,705,$24.00 B,USA,$217.34,0.10%,-6.86%,['Retail']
China Securities,601066.SS,706,$23.90 B,China,$3.68,-0.74%,-18.94%,[]
Cellnex Telecom,CLNX.MC,704,$24.06 B,Spain,$34.11,-2.11%,-41.72%,['Telecommunication']
Sirius XM,SIRI,703,$24.11 B,USA,$6.20,0.81%,0.00%,['Telecommunication']
CBRE Group,CBRE,702,$24.11 B,USA,$76.34,-0.65%,-25.38%,"['Realestate', 'Investment']"
Flutter Entertainment,PPBA.F,677,$25.38 B,Ireland,$68.83,-1.50%,-17.59%,"['Gambling', 'Entertainment']"
UniCredit,UCG.MI,671,$25.66 B,Italy,$13.04,-1.40%,-1.29%,"['Banks', 'Financialservices']"
Delta Electronics,2308.TW,675,$25.50 B,Taiwan,$9.61,0.00%,1.05%,"['Electronics', 'Tech', 'TechHardware']"
M&T Bank,MTB,674,$25.54 B,USA,$147.97,-7.72%,-3.10%,"['Banks', 'Financialservices']"
SAIC Motor,600104.SS,673,$25.54 B,China,$2.19,0.07%,-33.03%,"['Automakers', 'Manufacturing']"
Imperial Brands,ITBA.F,701,$24.12 B,UK,$25.43,-0.82%,20.46%,['Tobacco']
Ferguson,FERG,672,$25.64 B,UK,$123.51,1.17%,-24.14%,[]
Veeva Systems,VEEV,670,$25.66 B,USA,$165.31,-1.91%,-38.77%,"['Software', 'Tech']"
Mobileye,MBLY,667,$25.91 B,Israel,$32.13,5.38%,,"['Autonomousdriving', 'Software', 'Tech']"
Genuine Parts Company,GPC,669,$25.81 B,USA,$182.86,0.11%,36.68%,[]
Fujitsu,6702.T,665,$25.92 B,Japan,$133.15,-1.22%,-22.73%,"['ITservices', 'Professionalservices']"
Warner Bros. Discovery,WBD,668,$25.85 B,USA,$10.74,1.23%,-55.66%,"['Entertainment', 'MediaPress']"
Hormel Foods,HRL,664,$26.00 B,USA,$47.62,1.67%,12.23%,['Food']
Intact Financial,IFC.TO,666,$25.91 B,Canada,$147.89,0.27%,15.40%,['Insurance']
Orange,ORAN,663,$26.02 B,France,$9.79,-1.61%,-5.14%,"['Telecommunication', 'CAC40']"
Saudi Electricity,5110.SR,662,$26.03 B,Saudi Arabia,$6.25,2.53%,-3.85%,"['Electricity', 'Energy']"
Zimmer Biomet,ZBH,661,$26.06 B,USA,$124.19,2.31%,-3.30%,['Medicaldevices']
PTT PCL,PTT-R.BK,660,$26.07 B,Thailand,$0.91,-1.55%,-18.02%,"['OilGas', 'Energy']"
KONE,KNEBV.HE,659,$26.10 B,Finland,$50.48,0.90%,-28.74%,"['Engineering', 'Professionalservices']"
Coloplast,CBHD.F,658,$26.16 B,Denmark,$120.48,-0.74%,-26.43%,[]
Ashtead,0LC.F,655,$26.39 B,UK,$59.37,-3.42%,-27.62%,[]
Swiss Re,SREN.SW,657,$26.38 B,Switzerland,$91.32,1.22%,-5.49%,['Insurance']
Baxter,BAX,656,$26.39 B,USA,$52.35,1.63%,-34.46%,"['Pharmaceuticals', 'Biotech', 'Healthcare']"
Willis Towers Watson,WTW,654,$26.43 B,UK,$244.19,-1.06%,5.43%,['Insurance']
Naturgy,NTGY.MC,653,$26.44 B,Spain,$27.52,-1.39%,-3.23%,[]
Aptiv,APTV,652,$26.49 B,Ireland,$97.79,-1.93%,-41.66%,"['AutomotiveSuppliers', 'Autonomousdriving']"
CrowdStrike,CRWD,651,$26.53 B,USA,$113.20,-0.55%,-44.60%,"['Tech', 'Software', 'ITsecurity']"
LyondellBasell,LYB,650,$26.59 B,USA,$81.67,-0.77%,-9.37%,['Chemicals']
Gree Electric Appliances,000651.SZ,648,$26.66 B,China,$4.74,-0.33%,-17.57%,"['HomeKitchenAppliances', 'Electronics', 'Manufacturing']"
Daimler Truck,DTG.F,647,$26.68 B,Germany,$32.13,-0.13%,,"['SpecialtyVehicles', 'Manufacturing']"
Global Payments,GPN,646,$26.72 B,USA,$98.84,1.22%,-23.83%,"['Financialservices', 'Tech']"
Sampo,SAMPO.HE,649,$26.60 B,Finland,$51.53,0.93%,3.10%,['Insurance']
Foxconn Industrial Internet,601138.SS,645,$26.83 B,China,$1.35,0.00%,-24.16%,[]
Japan Post Holdings,6178.T,644,$26.95 B,Japan,$7.61,0.39%,-2.69%,['Courier']
Gartner,IT,643,$27.06 B,USA,$342.55,-1.51%,8.40%,['Professionalservices']
T. Rowe Price,TROW,642,$27.09 B,USA,$121.25,-0.07%,-40.63%,['Investment']
Vestas Wind Systems,VWSB.F,640,$27.10 B,Denmark,$26.40,1.64%,-19.12%,"['Renewableenergy', 'Electricity', 'Energy']"
Thales,HO.PA,641,$27.09 B,France,$127.89,1.00%,51.73%,"['Defensecontractors', 'CAC40']"
Shenzhen Inovance,300124.SZ,639,$27.14 B,China,$10.21,0.37%,-0.68%,[]
Sun Life Financial,SLF,638,$27.16 B,Canada,$46.12,-0.43%,-15.61%,"['Financialservices', 'Insurance']"
Sociedad Química y Minera,SQM,637,$27.26 B,Chile,$95.45,1.51%,63.83%,['Chemicals']
HP,HPQ,636,$27.33 B,USA,$27.83,-1.70%,-25.37%,"['Tech', 'TechHardware', 'Electronics']"
Wipro,WIT,635,$27.36 B,India,$4.90,-0.41%,-43.81%,"['Professionalservices', 'ITservices']"
Kühne + Nagel,KNIN.SW,634,$27.38 B,Switzerland,$229.03,-1.28%,-22.58%,['Transportation']
Nokia,NOK,633,$27.45 B,Finland,$4.82,-1.03%,-18.31%,['Tech']
Franco-Nevada,FNV,631,$27.47 B,Canada,$142.81,0.83%,5.82%,"['Mining', 'Investment', 'Goldmining']"
Fomento Económico Mexicano,FMX,630,$27.55 B,Mexico,$77.01,0.82%,7.69%,['Beverages']
CaixaBank,CABK.MC,632,$27.46 B,Spain,$3.49,-0.69%,30.71%,"['Banks', 'Financialservices']"
International Flavors & Fragrances,IFF,629,$27.56 B,USA,$108.10,3.00%,-25.50%,"['FlavorsFragrances', 'CosmeticsandBeauty']"
WuXi Biologics,WXXWY,626,$27.71 B,China,$13.14,-2.63%,-47.02%,"['Pharmaceuticals', 'Biotech']"
Wolters Kluwer,WOSB.F,628,$27.67 B,Netherlands,$110.50,1.01%,-4.86%,"['Software', 'Tech']"
Japan Post Bank,7182.T,623,$27.76 B,Japan,$7.41,-0.20%,-11.68%,"['Banks', 'Financialservices']"
China Overseas Land & Investment,0688.HK,624,$27.72 B,Hong Kong,$2.53,0.82%,3.69%,"['Realestate', 'Investment']"
COSCO Shipping,601919.SS,625,$27.71 B,China,$1.90,-0.97%,-34.71%,"['Transportation', 'Maritimetransportation', 'Containershipping']"
Swisscom,SCMN.SW,622,$27.79 B,Switzerland,$536.46,-0.75%,-2.65%,['Telecommunication']
EQT,EQT.ST,620,$27.84 B,Sweden,$22.28,0.26%,-59.73%,['Investment']
American Water Works,AWK,619,$27.96 B,USA,$153.79,-0.58%,-12.88%,['Utilitycompanies']
Titan Company,TITAN.NS,621,$27.83 B,India,$31.36,-0.51%,-0.70%,[]
Corning,GLW,618,$28.01 B,USA,$33.12,-0.48%,-13.37%,[]
DNB,DNB.OL,617,$28.03 B,Norway,$18.09,-0.52%,-19.71%,['Financialservices']
Woolworths Group,WOW.AX,616,$28.09 B,Australia,$23.10,0.41%,-19.82%,"['SupermarketChains', 'Retail']"
Baker Hughes,BKR,615,$28.11 B,USA,$27.88,-1.76%,10.94%,"['OilGas', 'Energy']"
Hyundai,HYMTF,613,$28.36 B,South Korea,$30.13,-1.17%,-26.48%,"['Automakers', 'Manufacturing']"
Discover Financial Services,DFS,614,$28.34 B,USA,$103.74,-0.13%,-9.30%,['Financialservices']
Astellas Pharma,4503.T,612,$28.36 B,Japan,$15.53,1.05%,-1.08%,"['Pharmaceuticals', 'Biotech']"
Chunghwa Telecom,CHT,611,$28.37 B,Taiwan,$36.47,-0.08%,-10.66%,['Telecommunication']
Generali,G.MI,610,$28.42 B,Italy,$18.03,-0.95%,-14.59%,['Insurance']
Oneok,OKE,608,$28.53 B,USA,$63.85,0.39%,1.87%,"['OilGas', 'Energy']"
Verisk Analytics,VRSK,606,$28.61 B,USA,$182.96,0.51%,-18.84%,[]
Alnylam Pharmaceuticals,ALNY,609,$28.46 B,USA,$231.33,5.32%,28.32%,['Pharmaceuticals']
CITIC limited,0267.HK,604,$28.77 B,China,$0.99,0.00%,3.13%,[]
Sun Pharmaceutical,SUNPHARMA.NS,607,$28.56 B,India,$11.90,-3.63%,20.69%,"['Pharmaceuticals', 'Biotech']"
Fastenal,FAST,603,$28.78 B,USA,$50.25,0.22%,-20.50%,[]
Fanuc,6954.T,602,$28.81 B,Japan,$151.05,-0.60%,-27.21%,"['Robotics', 'Machinerymanufacturing', 'Manufacturing']"
Hang Seng Bank,0011.HK,575,$30.32 B,Hong Kong,$15.86,1.15%,-13.85%,"['Banks', 'Financialservices']"
Bank of Ningbo,002142.SZ,573,$30.34 B,China,$4.59,1.68%,-23.50%,[]
Transurban,TCL.AX,601,$28.85 B,Australia,$9.38,1.23%,-3.70%,"['TollRoadOperators', 'Infrastructure']"
Banco Bradesco,BBD,572,$30.37 B,Brazil,$2.85,-0.70%,-23.39%,"['Banks', 'Financialservices']"
ON Semiconductor,ON,574,$30.33 B,USA,$70.14,0.57%,7.17%,"['Semiconductors', 'Electronics', 'Tech']"
PPG Industries,PPG,570,$30.42 B,USA,$129.44,-1.97%,-22.16%,"['Chemicals', 'PaintCoating']"
Airports of Thailand,AOT.BK,571,$30.39 B,Thailand,$2.13,0.00%,17.03%,"['Airports', 'Infrastructure']"
Hexagon,HXGBF,569,$30.48 B,Sweden,$11.48,-4.13%,-22.43%,[]
The People's Insurance Company (PICC),601319.SS,565,$30.68 B,China,$0.78,0.18%,5.41%,['Insurance']
Galaxy Entertainment,0027.HK,566,$30.59 B,Hong Kong,$6.76,5.62%,23.13%,"['Hotels', 'Travel']"
Capgemini,CAP.PA,563,$30.71 B,France,$177.12,-0.62%,-24.23%,"['Professionalservices', 'CAC40', 'ITservices']"
Copart,CPRT,562,$30.73 B,USA,$63.09,-1.79%,-58.11%,"['Internet', 'Usedcarretailer', 'ECommerce', 'Carretail']"
Cognizant Technology Solutions,CTSH,567,$30.52 B,USA,$59.40,-0.40%,-27.07%,"['ITservices', 'Professionalservices']"
Welltower,WELL,564,$30.71 B,USA,$65.00,-4.69%,-23.33%,['Realestate']
Barclays,BCS,561,$30.78 B,UK,$7.76,-0.64%,-22.94%,"['Banks', 'Financialservices']"
NatWest Group,NWG,560,$30.78 B,UK,$6.36,-0.31%,8.16%,"['Banks', 'Financialservices']"
China Pacific Insurance,601601.SS,558,$30.89 B,China,$3.59,0.64%,-17.66%,[]
Genmab,GMAB,559,$30.79 B,Denmark,$45.72,0.95%,18.02%,"['Pharmaceuticals', 'Biotech']"
Pacific Gas and Electric,PCG,557,$30.94 B,USA,$15.57,0.91%,25.16%,"['Electricity', 'Energy', 'OilGas']"
Telstra,TLS.AX,556,$31.03 B,Australia,$2.69,-0.50%,-5.61%,['Telecommunication']
Shanghai Pudong Development Bank,600000.SS,553,$31.07 B,China,$1.06,0.54%,-22.06%,"['Banks', 'Financialservices']"
SBA Communications,SBAC,554,$31.06 B,USA,$287.70,-0.34%,-20.10%,"['Realestate', 'Investment', 'REITs', 'Telecommunication', 'Infrastructure']"
Bank Mandiri,PPERF,552,$31.12 B,Indonesia,$0.67,-2.86%,36.73%,"['Banks', 'Financialservices']"
Bayan Resources,BYAN.JK,555,$31.04 B,Indonesia,$0.93,-4.43%,-48.04%,['Mining']
Holcim Group,HOLN.SW,550,$31.28 B,Switzerland,$51.45,0.35%,3.06%,"['Buildingmaterials', 'Cement']"
Bajaj Finserv,BAJAJFINSV.NS,549,$31.29 B,India,$19.65,0.74%,-91.34%,['Financialservices']
People’s Insurance Company of China,1339.HK,551,$31.27 B,China,$0.34,2.75%,13.33%,['Insurance']
Mizuho Financial Group,MFG,548,$31.44 B,Japan,$2.45,2.08%,-5.77%,"['Banks', 'Financialservices']"
BAE Systems,BSP.F,546,$31.61 B,UK,$10.24,-1.81%,35.81%,"['Defensecontractors', 'Aerospace']"
Old Dominion Freight Line,ODFL,545,$31.66 B,USA,$286.65,-0.16%,-21.25%,['Transportation']
Keysight,KEYS,544,$31.71 B,USA,$177.70,0.49%,-12.22%,"['Software', 'Tech']"
